t sr.HeadDorsalOutput sr.HeadVentralOutput sr.VCDorsalOutput:1 sr.VCVentralAOutput:1 sr.VCVentralPOutput:1 sr.VCDorsalOutput:2 sr.VCVentralAOutput:2 sr.VCVentralPOutput:2 sr.VCDorsalOutput:3 sr.VCVentralAOutput:3 sr.VCVentralPOutput:3 sr.VCDorsalOutput:4 sr.VCVentralAOutput:4 sr.VCVentralPOutput:4 sr.VCDorsalOutput:5 sr.VCVentralAOutput:5 sr.VCVentralPOutput:5 sr.VCDorsalOutput:6 sr.VCVentralAOutput:6 sr.VCVentralPOutput:6 DB:1 DD:1 VBA:1 VBP:1 VDA:1 VDP:1 DB:2 DD:2 VBA:2 VBP:2 VDA:2 VDP:2 DB:3 DD:3 VBA:3 VBP:3 VDA:3 VDP:3 DB:4 DD:4 VBA:4 VBP:4 VDA:4 VDP:4 DB:5 DD:5 VBA:5 VBP:5 VDA:5 VDP:5 DB:6 DD:6 VBA:6 VBP:6 VDA:6 VDP:6 m.DorsalMuscleOutput:1 m.VentralMuscleOutput:1 m.DorsalMuscleOutput:2 m.VentralMuscleOutput:2 m.DorsalMuscleOutput:3 m.VentralMuscleOutput:3 m.DorsalMuscleOutput:4 m.VentralMuscleOutput:4 m.DorsalMuscleOutput:5 m.VentralMuscleOutput:5 m.DorsalMuscleOutput:6 m.VentralMuscleOutput:6 m.DorsalMuscleOutput:7 m.VentralMuscleOutput:7 m.DorsalMuscleOutput:8 m.VentralMuscleOutput:8 m.DorsalMuscleOutput:9 m.VentralMuscleOutput:9 m.DorsalMuscleOutput:10 m.VentralMuscleOutput:10 m.DorsalMuscleOutput:11 m.VentralMuscleOutput:11 m.DorsalMuscleOutput:12 m.VentralMuscleOutput:12 m.DorsalMuscleOutput:13 m.VentralMuscleOutput:13 m.DorsalMuscleOutput:14 m.VentralMuscleOutput:14 m.DorsalMuscleOutput:15 m.VentralMuscleOutput:15 m.DorsalMuscleOutput:16 m.VentralMuscleOutput:16 m.DorsalMuscleOutput:17 m.VentralMuscleOutput:17 m.DorsalMuscleOutput:18 m.VentralMuscleOutput:18 m.DorsalMuscleOutput:19 m.VentralMuscleOutput:19 m.DorsalMuscleOutput:20 m.VentralMuscleOutput:20 m.DorsalMuscleOutput:21 m.VentralMuscleOutput:21 m.DorsalMuscleOutput:22 m.VentralMuscleOutput:22 m.DorsalMuscleOutput:23 m.VentralMuscleOutput:23 m.DorsalMuscleOutput:24 m.VentralMuscleOutput:24
47.37 5.30795 7.31119 18.6252 -6.58928 -2.20152 3.93418 18.938 27.5828 -29.6925 36.6752 34.9058 -9.80612 22.8596 15.1844 24.9604 -9.04491 -20.2728 27.0598 -29.1521 -23.4222 0.9427 0.363228 0.269947 0.576414 0.187703 0.154917 0.287576 0.670638 0.999989 0.999976 0.0807219 0.0977676 0.0447447 0.682105 0.999999 0.999937 0.257663 0.342718 0.819642 0.320204 0.990367 0.848057 0.74913 0.808209 0.998915 0.10863 2.78044e-005 7.71647e-005 0.832956 0.733566 0.941386 0.0927448 5.55701e-005 0.00197711 0.47108 0.297048 0.692475 0.0335218 0.678048 0.0328234 0.663622 0.032125 0.649195 0.0314267 0.634769 0.0307283 0.620342 0.0300299 0.519152 0.309742 0.506791 0.359178 0.49443 0.405844 0.0752787 0.568684 0.0733484 0.554087 0.0714182 0.539491 0.0706182 0.524386 0.0686566 0.509264 0.0666949 0.494174 0.447381 0.423549 0.433824 0.35148 0.420267 0.283113 0.436788 -0.000242744 0.422229 -2.35162e-005 0.407669 0.00018115 0.350227 0.00701712 0.337255 0.0180427 0.324284 0.0282002
47.41 6.67973 5.94615 19.0551 -7.22815 -3.29067 7.19779 15.4716 24.6906 -28.5016 36.9807 35.9974 -13.4129 24.6364 17.3841 22.2553 -5.02231 -16.6298 27.8398 -30.1589 -25.72 0.959319 0.32288 0.212172 0.532201 0.22421 0.174846 0.432514 0.65002 0.999974 0.999957 0.0818285 0.0956497 0.03611 0.694526 1 0.99996 0.224604 0.303144 0.675685 0.361393 0.995656 0.904417 0.717831 0.78662 0.998494 0.110321 9.61298e-005 0.000150881 0.84148 0.752043 0.956989 0.0849561 2.08874e-005 0.000581842 0.51027 0.340316 0.693002 0.0326733 0.678565 0.0319926 0.664127 0.0313119 0.64969 0.0306312 0.635252 0.0299505 0.620815 0.0292699 0.541498 0.251732 0.528605 0.315563 0.515712 0.375989 0.124089 0.568686 0.120907 0.554091 0.117725 0.539497 0.0531665 0.524552 0.0516897 0.509605 0.0502128 0.49468 0.413903 0.442293 0.401361 0.381386 0.388818 0.323448 0.436814 -0.00028291 0.422253 -0.000123826 0.407693 2.49375e-005 0.358673 0.00453677 0.345389 0.0118445 0.332105 0.0185772
47.45 7.94164 4.65958 19.4421 -7.8492 -4.30496 10.0252 12.2573 21.9511 -26.108 37.0289 36.8355 -16.8535 26.4657 19.573 18.9626 -1.2569 -13.09 28.3792 -30.9467 -27.8372 0.971171 0.287548 0.169701 0.489982 0.264505 0.196667 0.567128 0.623658 0.999929 0.999917 0.0858735 0.096691 0.0335369 0.703385 1 0.999974 0.196839 0.268156 0.515609 0.406923 0.998132 0.943434 0.678097 0.756413 0.99765 0.112557 0.000383639 0.000339987 0.848771 0.768921 0.968877 0.0791687 8.41595e-006 0.000161103 0.547455 0.384057 0.693363 0.0321366 0.678918 0.0314671 0.664473 0.0307976 0.650028 0.0301281 0.635583 0.0294586 0.621137 0.028789 0.558985 0.203728 0.545676 0.2777 0.532367 0.347826 0.18352 0.56868 0.178815 0.554088 0.174109 0.539496 0.0408859 0.524667 0.0397502 0.509836 0.0386145 0.495021 0.365822 0.455143 0.354736 0.404867 0.343651 0.35687 0.436729 -0.000282085 0.422171 -0.000167577 0.407613 -6.03188e-005 0.365995 0.0029015 0.352439 0.00772702 0.338884 0.0121731
47.49 9.10616 3.46311 19.8202 -8.48419 -5.25409 12.4324 9.38083 19.4199 -22.7081 36.7712 37.3416 -19.9605 28.2581 21.7225 15.0514 2.28076 -9.65679 28.6733 -31.4977 -29.7378 0.979574 0.257186 0.1368 0.448044 0.307427 0.220351 0.676029 0.593386 0.999781 0.999828 0.0924987 0.100242 0.0370261 0.7091 1 0.999982 0.173816 0.237562 0.375661 0.454912 0.99923 0.968437 0.629633 0.717116 0.995841 0.115339 0.00170656 0.000854404 0.854899 0.784294 0.977543 0.0749616 3.66743e-006 4.30458e-005 0.582294 0.427335 0.693581 0.0318239 0.679131 0.0311609 0.664682 0.0304979 0.650232 0.0298349 0.635782 0.0291719 0.621333 0.0285089 0.572466 0.16467 0.558836 0.244849 0.545206 0.320925 0.245614 0.568655 0.239316 0.554068 0.233019 0.539481 0.0330706 0.524747 0.032152 0.509994 0.0312334 0.495252 0.309659 0.463829 0.300275 0.422769 0.290892 0.383396 0.436459 -0.000154415 0.42191 -0.000108575 0.407362 -6.55409e-005 0.372115 0.00182256 0.358333 0.0050069 0.344551 0.00794109
47.53 10.1767 2.34895 20.1973 -9.13 -6.13598 14.4587 6.83779 17.0715 -18.6334 36.1837 37.4767 -22.5708 29.9034 23.7732 10.6449 5.6287 -6.30406 28.7094 -31.7382 -31.3463 0.985527 0.231367 0.110271 0.406144 0.351792 0.245883 0.759471 0.561397 0.999288 0.999636 0.101271 0.105633 0.048778 0.711968 1 0.999987 0.154953 0.211107 0.268894 0.50204 0.999691 0.983197 0.574548 0.670102 0.991652 0.118704 0.00818548 0.00233256 0.859875 0.798211 0.983624 0.0720219 1.74882e-006 1.1411e-005 0.614596 0.469359 0.693652 0.0316901 0.679201 0.0310299 0.66475 0.0303697 0.650299 0.0297095 0.635847 0.0290493 0.621396 0.028389 0.582734 0.133021 0.56886 0.216041 0.554985 0.294856 0.304327 0.56857 0.296523 0.554006 0.28872 0.539442 0.0295043 0.524803 0.0286847 0.510103 0.0278652 0.49541 0.25322 0.469644 0.245547 0.436017 0.237874 0.403603 0.435798 0.000548446 0.421272 0.000306141 0.406745 7.9287e-005 0.377068 0.00110955 0.363103 0.00321335 0.349137 0.00515216
47.57 11.1494 1.30567 20.5647 -9.76856 -6.94329 16.1505 4.5862 14.8593 -14.2414 35.2911 37.2635 -24.5771 31.3189 25.6672 5.96595 8.80463 -3.03235 28.4869 -31.5909 -32.5757 0.989742 0.209547 0.0884408 0.365029 0.396473 0.2732 0.822285 0.529546 0.997626 0.999234 0.111819 0.112325 0.0745116 0.71206 1 0.99999 0.139785 0.188633 0.193135 0.545263 0.999877 0.9913 0.516198 0.617907 0.981305 0.122851 0.0400938 0.00675626 0.863456 0.810605 0.987766 0.0701164 9.27163e-007 3.09697e-006 0.644297 0.50952 0.693534 0.0317548 0.679085 0.0310932 0.664636 0.0304317 0.650188 0.0297701 0.635739 0.0291086 0.621291 0.028447 0.590481 0.107328 0.576421 0.190469 0.562362 0.26943 0.356447 0.568285 0.347308 0.553824 0.338168 0.539357 0.0308404 0.524843 0.0299837 0.510178 0.029127 0.495518 0.201958 0.473512 0.195838 0.445553 0.189718 0.418445 0.434189 0.00407456 0.419716 0.00228954 0.405243 0.000618263 0.380963 0.000637209 0.366853 0.00203068 0.352743 0.00331515
47.61 12.0223 0.322409 20.9121 -10.387 -7.67923 17.5601 2.57427 12.7486 -9.84996 34.1671 36.7844 -25.9187 32.4781 27.3724 1.26946 11.7988 0.131822 28.0156 -30.9532 -33.3257 0.992719 0.191192 0.0704044 0.325683 0.440468 0.302148 0.869174 0.499116 0.99212 0.998412 0.123855 0.119911 0.124274 0.709077 1 0.999991 0.128088 0.170191 0.141905 0.582703 0.99995 0.995519 0.45807 0.563456 0.955206 0.128718 0.170993 0.0201546 0.864301 0.821116 0.990522 0.0690751 5.57669e-007 8.91547e-007 0.671436 0.547397 0.69313 0.0321754 0.67869 0.0315051 0.66425 0.0308348 0.64981 0.0301645 0.63537 0.0294941 0.620929 0.0288238 0.596277 0.0863991 0.58208 0.167587 0.567883 0.244714 0.400826 0.567339 0.390548 0.553271 0.380271 0.539177 0.039061 0.524872 0.037976 0.510231 0.0368909 0.495593 0.158533 0.476078 0.153729 0.45226 0.148925 0.429028 0.430175 0.0197649 0.415836 0.0107544 0.401496 0.00231983 0.383951 0.000323222 0.36973 0.00124986 0.35551 0.0021043
47.65 12.8031 -0.614695 21.2395 -10.9891 -8.36918 18.7501 0.745377 10.7203 -5.70471 32.9123 36.1601 -26.5394 33.4099 28.8873 -3.17506 14.5732 3.17369 27.2749 -29.5537 -33.4067 0.994819 0.175815 0.0555547 0.288718 0.482946 0.332481 0.903908 0.470731 0.974757 0.996779 0.137251 0.128089 0.208093 0.702254 1 0.999992 0.119932 0.156079 0.108934 0.613712 0.999979 0.997653 0.40304 0.509364 0.893849 0.139131 0.458366 0.0588023 0.85842 0.828669 0.9923 0.0687895 3.93147e-007 2.84446e-007 0.696102 0.582747 0.692263 0.0334202 0.677841 0.0327239 0.663419 0.0320277 0.648997 0.0313314 0.634575 0.0306352 0.620153 0.0299389 0.600584 0.0693089 0.586285 0.147045 0.571985 0.220908 0.437508 0.564297 0.42629 0.551602 0.415072 0.538813 0.0574016 0.524892 0.0558072 0.510268 0.0542127 0.495645 0.123614 0.477778 0.119868 0.456893 0.116122 0.436408 0.420391 0.0658986 0.406378 0.0356829 0.392365 0.00739948 0.386194 0.000113529 0.371891 0.000733221 0.357587 0.00130492
47.69 13.5095 -1.52374 21.5595 -11.5921 -9.05313 19.789 -0.955841 8.75928 -1.96948 31.6085 35.5007 -26.356 34.1651 30.2225 -7.1566 17.0941 6.12503 26.1429 -27.126 -32.6542 0.996302 0.16298 0.0433812 0.254217 0.523285 0.36389 0.929453 0.444208 0.925791 0.993613 0.152277 0.136664 0.32271 0.690619 1 0.999992 0.115532 0.146619 0.0896269 0.638539 0.999991 0.998725 0.353055 0.457487 0.778139 0.157674 0.722744 0.152852 0.841387 0.830872 0.993335 0.0692169 3.41624e-007 1.06273e-007 0.718382 0.615469 0.690614 0.0365446 0.676226 0.0357832 0.661838 0.0350219 0.64745 0.0342605 0.633063 0.0334992 0.618675 0.0327378 0.603767 0.0553371 0.589392 0.128584 0.575016 0.198194 0.467154 0.555231 0.455176 0.546816 0.443198 0.538096 0.0884171 0.524907 0.085961 0.510293 0.083505 0.495682 0.0967729 0.478905 0.0938404 0.460054 0.0909078 0.441474 0.399444 0.139533 0.386129 0.0782834 0.372815 0.0209371 0.387839 -2.73718e-005 0.373475 0.000390315 0.35911 0.00077595
47.73 14.1596 -2.42048 21.887 -12.2073 -9.75795 20.7311 -2.56194 6.84556 1.27071 30.25 34.8381 -25.3231 34.7732 31.372 -10.6249 19.3702 8.99287 24.4549 -23.7688 -31.0704 0.997355 0.152295 0.0334507 0.222115 0.561066 0.396059 0.948116 0.418328 0.816696 0.987588 0.170103 0.145545 0.44616 0.673761 1 0.999992 0.11487 0.141695 0.0813192 0.657848 0.999996 0.999275 0.30914 0.408999 0.62476 0.186341 0.870507 0.315834 0.811987 0.824204 0.993692 0.0703547 3.82714e-007 4.91145e-008 0.738306 0.645567 0.687613 0.0434152 0.673287 0.0425107 0.658962 0.0416062 0.644637 0.0407018 0.630312 0.0397973 0.615986 0.0388928 0.606108 0.0439142 0.591677 0.111982 0.577246 0.176678 0.490693 0.532303 0.478111 0.534935 0.465529 0.536711 0.130868 0.524917 0.127233 0.510311 0.123598 0.495707 0.0771824 0.479654 0.0748435 0.462193 0.0725046 0.444915 0.364101 0.215898 0.351965 0.130014 0.339828 0.0495568 0.388998 -0.000122788 0.374591 0.00016176 0.360183 0.000424768
47.77 14.7675 -3.31497 22.2316 -12.8256 -10.4827 21.611 -4.07722 4.94622 4.00945 28.7088 34.0934 -23.5253 35.2446 32.321 -13.6108 21.4278 11.7306 22.1462 -19.7622 -28.6836 0.998105 0.143407 0.0254311 0.192662 0.59606 0.428705 0.96169 0.391315 0.65174 0.976345 0.192931 0.15476 0.556163 0.652387 1 0.999992 0.117484 0.14058 0.0831526 0.67235 0.999998 0.999569 0.271594 0.364677 0.479678 0.225931 0.942331 0.501036 0.77042 0.805991 0.993262 0.0722102 5.63649e-007 2.94512e-008 0.75586 0.673113 0.682299 0.0566773 0.668084 0.0554965 0.653869 0.0543158 0.639655 0.053135 0.62544 0.0519542 0.611226 0.0507734 0.607824 0.034589 0.593352 0.0970676 0.57888 0.156458 0.509114 0.488185 0.49606 0.512095 0.483006 0.534087 0.179624 0.524923 0.174634 0.510323 0.169645 0.495724 0.0640546 0.480153 0.0621136 0.463633 0.0601725 0.447237 0.318195 0.280202 0.307588 0.184097 0.296982 0.0939755 0.389739 -0.000188005 0.375304 8.58217e-006 0.360869 0.000190583
47.81 15.3403 -4.20437 22.5849 -13.3987 -11.1889 22.4469 -5.50432 3.02269 6.30989 26.824 33.1331 -21.1537 35.5708 33.0542 -16.1473 23.2804 14.289 19.2747 -15.3877 -25.5721 0.998643 0.136015 0.0190896 0.166455 0.628186 0.46157 0.971558 0.362617 0.485834 0.955982 0.22253 0.164469 0.64461 0.62794 1 0.999991 0.122682 0.142278 0.0961705 0.682624 0.999999 0.999733 0.240249 0.325064 0.366597 0.274886 0.975276 0.656128 0.718187 0.775953 0.991673 0.074786 1.08739e-006 2.38159e-008 0.771064 0.698211 0.673187 0.0793889 0.659162 0.0777349 0.645137 0.076081 0.631113 0.0744271 0.617088 0.0727731 0.603063 0.0711192 0.60908 0.0270096 0.594578 0.0837518 0.580076 0.137695 0.523368 0.426005 0.509948 0.479308 0.496528 0.529231 0.228936 0.524927 0.222577 0.51033 0.216217 0.495734 0.0569351 0.480486 0.0552098 0.464601 0.0534845 0.448799 0.269329 0.329054 0.260352 0.234991 0.251374 0.146659 0.390068 -0.000233037 0.375621 -9.47873e-005 0.361174 3.34919e-005
47.85 15.8767 -5.06678 22.9077 -13.8231 -11.7949 23.2567 -6.88807 1.03798 8.27608 24.5535 31.8737 -18.4274 35.7282 33.5635 -18.2451 24.9268 16.6362 15.9719 -10.9025 -21.9284 0.999026 0.129882 0.0142607 0.144169 0.657476 0.494355 0.978763 0.33343 0.354713 0.920789 0.258824 0.175017 0.713483 0.601938 0.999999 0.99999 0.129818 0.145915 0.123447 0.688998 0.999999 0.999827 0.214731 0.290566 0.2842 0.329399 0.989667 0.770083 0.658175 0.735463 0.987994 0.0780756 2.69416e-006 2.65517e-008 0.784023 0.720958 0.658149 0.114278 0.644437 0.111898 0.630726 0.109517 0.617014 0.107136 0.603303 0.104755 0.589592 0.102374 0.609996 0.0209061 0.595472 0.0720257 0.580948 0.120627 0.5343 0.357056 0.5206 0.441256 0.5069 0.520543 0.274881 0.524927 0.267245 0.510334 0.259609 0.495741 0.0559206 0.480709 0.0542261 0.46525 0.0525315 0.449847 0.223359 0.364079 0.215914 0.279116 0.208469 0.199175 0.389897 -0.000264394 0.375456 -0.000165105 0.361016 -7.27006e-005
47.89 16.369 -5.86821 23.1273 -13.9506 -12.1848 24.0717 -8.32235 -1.05558 10.0087 21.9858 30.3134 -15.555 35.7028 33.867 -19.8833 26.3619 18.7528 12.3967 -6.51632 -18.0013 0.999297 0.124836 0.0107914 0.126446 0.68404 0.526678 0.984085 0.305103 0.257125 0.864109 0.300481 0.186993 0.767506 0.575612 0.999998 0.999988 0.138399 0.15086 0.16919 0.691516 1 0.999883 0.194666 0.261515 0.225213 0.384957 0.99572 0.849939 0.59403 0.686697 0.980004 0.0820772 8.31203e-006 4.08337e-008 0.794866 0.741402 0.634299 0.162805 0.621085 0.159413 0.60787 0.156021 0.594656 0.15263 0.581441 0.149238 0.568227 0.145846 0.610663 0.0160692 0.596123 0.0619348 0.581583 0.105544 0.542635 0.290622 0.528722 0.401307 0.514808 0.505775 0.315639 0.524926 0.306871 0.510335 0.298103 0.495744 0.0617305 0.48086 0.0598598 0.465687 0.0579892 0.450551 0.183187 0.388333 0.177081 0.315293 0.170974 0.246397 0.388934 -0.000286103 0.374529 -0.000213253 0.360124 -0.00014519
47.93 16.8032 -6.57654 23.144 -13.6239 -12.2328 24.9372 -9.92193 -3.32637 11.576 19.2491 28.4915 -12.7216 35.5094 34.0165 -21.0237 27.5879 20.631 8.69619 -2.36843 -14.02 0.999482 0.120755 0.00850861 0.113959 0.70804 0.558099 0.988092 0.278252 0.182849 0.781232 0.345834 0.201271 0.810733 0.549825 0.999996 0.999985 0.148083 0.156697 0.235479 0.689992 1 0.999917 0.179752 0.238144 0.183692 0.437604 0.998213 0.904128 0.529472 0.632423 0.962614 0.0868333 3.0766e-005 8.49736e-008 0.803633 0.75946 0.598101 0.224383 0.585641 0.219708 0.57318 0.215034 0.56072 0.210359 0.548259 0.205684 0.535799 0.20101 0.611146 0.0123267 0.596595 0.0535595 0.582044 0.0927667 0.548975 0.231071 0.534899 0.360292 0.520823 0.4824 0.350812 0.524923 0.341067 0.510334 0.331322 0.495744 0.0753569 0.480962 0.0730734 0.46598 0.0707899 0.451023 0.149729 0.404781 0.144738 0.343829 0.139747 0.28615 0.386456 -0.000299688 0.372143 -0.000245826 0.35783 -0.000195254
47.97 17.1596 -7.17326 22.8414 -12.7161 -11.8316 25.9015 -11.7942 -5.86134 13.0169 16.4399 26.4465 -10.0747 35.1851 34.0851 -21.6357 28.618 22.2753 4.98141 1.47257 -10.1511 0.999605 0.117548 0.00725 0.107494 0.729667 0.588165 0.991177 0.252977 0.124726 0.673029 0.393214 0.218928 0.845877 0.525122 0.999991 0.999979 0.158637 0.163164 0.317746 0.684227 1 0.999939 0.169673 0.220431 0.155606 0.484608 0.999237 0.939723 0.467699 0.57574 0.925242 0.0925098 0.00013143 2.31471e-007 0.810096 0.774766 0.546349 0.295902 0.534967 0.289737 0.523585 0.283572 0.512203 0.277408 0.50082 0.271243 0.489438 0.265078 0.611494 0.00952932 0.596935 0.047011 0.582375 0.0826532 0.553801 0.179612 0.539601 0.317831 0.525401 0.448532 0.38071 0.524919 0.370135 0.510331 0.359559 0.495743 0.0971148 0.481031 0.0941719 0.466177 0.091229 0.45134 0.122888 0.415797 0.118792 0.365681 0.114696 0.318066 0.380836 -0.000300826 0.366731 -0.000264572 0.352626 -0.00023025
48.01 17.415 -7.65855 22.1091 -11.1679 -10.9174 26.9962 -14.0064 -8.74456 14.3607 13.5943 24.1952 -7.70645 34.7642 34.1364 -21.7221 29.47 23.6991 1.32186 4.99305 -6.48749 0.999679 0.115152 0.006946 0.108166 0.749125 0.616444 0.993588 0.229278 0.0795095 0.546426 0.441027 0.241054 0.874641 0.501813 0.999974 0.999969 0.169897 0.170093 0.404726 0.674344 1 0.999953 0.163933 0.207917 0.138281 0.52457 0.999663 0.962443 0.411015 0.519602 0.851316 0.0995359 0.00062468 7.93092e-007 0.813516 0.786454 0.478774 0.371622 0.468799 0.36388 0.458825 0.356138 0.44885 0.348396 0.438876 0.340654 0.428901 0.332911 0.611742 0.00755643 0.597176 0.0424516 0.582611 0.0756359 0.557485 0.136157 0.543191 0.273719 0.528896 0.403857 0.4059 0.524912 0.394625 0.510325 0.38335 0.495739 0.125677 0.481077 0.121869 0.466309 0.11806 0.451553 0.102135 0.423124 0.0987301 0.382016 0.0953256 0.342771 0.369007 -0.000259826 0.35534 -0.000257644 0.341673 -0.000254891
48.05 17.5493 -8.04278 20.8861 -9.01542 -9.48919 28.2087 -16.5283 -12.001 15.6455 10.6822 21.7233 -5.6415 34.2521 34.1946 -21.3334 30.1551 24.9171 -2.2461 8.2115 -3.05847 0.999714 0.113534 0.00775341 0.117829 0.766612 0.642532 0.995469 0.207284 0.0462662 0.411954 0.4878 0.26852 0.898202 0.480063 0.999919 0.99995 0.181747 0.177365 0.484971 0.660965 1 0.999963 0.161805 0.19972 0.13002 0.557185 0.999844 0.976662 0.360732 0.466363 0.730588 0.108721 0.00319286 3.28208e-006 0.812514 0.793107 0.400822 0.444217 0.392472 0.434963 0.384121 0.425708 0.375771 0.416454 0.36742 0.407199 0.35907 0.397945 0.611915 0.00634273 0.597345 0.0401558 0.582776 0.0723121 0.56031 0.100339 0.545943 0.228574 0.531576 0.349925 0.426993 0.524898 0.415132 0.510315 0.403271 0.495733 0.158193 0.481108 0.1534 0.466398 0.148606 0.451696 0.0868169 0.427977 0.083923 0.393986 0.0810291 0.361355 0.347054 -1.48988e-005 0.3342 -0.000148604 0.321346 -0.000271983
48.09 17.5505 -8.32685 19.1958 -6.39542 -7.6181 29.4662 -19.1841 -15.5226 16.925 7.63257 18.9924 -3.83993 33.6204 34.2382 -20.5552 30.6747 25.9414 -5.69573 11.1568 0.147209 0.999715 0.112708 0.0103217 0.13953 0.782303 0.666027 0.996894 0.187278 0.0243043 0.282911 0.532251 0.301713 0.917523 0.459943 0.999727 0.99991 0.194099 0.184891 0.55248 0.645067 1 0.999971 0.162458 0.194785 0.129928 0.582849 0.999925 0.985476 0.317307 0.417561 0.580777 0.121063 0.0168598 1.58063e-005 0.805496 0.793395 0.322338 0.507408 0.315623 0.496837 0.308907 0.486266 0.302192 0.475695 0.295477 0.465124 0.288761 0.454553 0.612031 0.00594052 0.597459 0.0406184 0.582887 0.0735978 0.562475 0.0717963 0.548053 0.183918 0.533631 0.290041 0.444574 0.524862 0.432225 0.510292 0.419876 0.495722 0.191459 0.481128 0.185657 0.466457 0.179855 0.451792 0.0763339 0.431184 0.0737895 0.402616 0.071245 0.375027 0.313381 0.00130507 0.301774 0.000481444 0.290167 -0.000282544
48.13 17.4154 -8.49074 17.1251 -3.50466 -5.43668 30.6584 -21.69 -19.0572 18.2587 4.39425 15.9745 -2.22022 32.8327 34.2218 -19.4834 31.0288 26.7834 -8.97497 13.8481 3.14938 0.999677 0.112761 0.0164643 0.177535 0.796326 0.686489 0.997923 0.169628 0.0116516 0.174148 0.573423 0.340197 0.933452 0.441474 0.998983 0.999822 0.206892 0.192596 0.606691 0.627691 1 0.999976 0.16513 0.192147 0.13779 0.602286 0.999961 0.990919 0.280595 0.373981 0.436652 0.137399 0.0838961 8.5721e-005 0.79107 0.787045 0.252105 0.558219 0.246852 0.546589 0.2416 0.534959 0.236348 0.52333 0.231096 0.5117 0.225844 0.500071 0.612103 0.006666 0.597529 0.0447011 0.582955 0.080873 0.564127 0.0500021 0.549662 0.141997 0.535197 0.229082 0.459188 0.524747 0.446433 0.510226 0.433678 0.495702 0.222996 0.481141 0.216238 0.466497 0.209481 0.451856 0.0702253 0.433302 0.0678845 0.40876 0.0655436 0.384914 0.271195 0.00802091 0.261151 0.00371449 0.251106 -0.000283529
48.17 17.1473 -8.50225 14.7735 -0.538727 -3.10505 31.6893 -23.764 -22.2902 19.6966 0.979342 12.6856 -0.69294 31.8747 34.1043 -18.205 31.2251 27.4562 -11.9806 16.2774 5.96003 0.999579 0.113884 0.0309065 0.235954 0.808712 0.70343 0.998626 0.154662 0.00527122 0.0959522 0.610781 0.382503 0.946697 0.424619 0.995842 0.999606 0.220101 0.200419 0.649795 0.609723 1 0.99998 0.16921 0.191063 0.153841 0.616288 0.999979 0.99426 0.250111 0.335842 0.318585 0.159167 0.302889 0.000507487 0.7661 0.774851 0.194378 0.59686 0.190328 0.584426 0.186279 0.571991 0.182229 0.559556 0.17818 0.547122 0.17413 0.534687 0.612134 0.0094709 0.597559 0.0537789 0.582984 0.0959145 0.565372 0.0340726 0.550876 0.105207 0.536379 0.172552 0.471328 0.524296 0.458236 0.509985 0.445143 0.495659 0.251419 0.481149 0.2438 0.466523 0.236181 0.4519 0.0682042 0.4347 0.0659307 0.413088 0.0636573 0.391966 0.226221 0.0341673 0.217843 0.0163206 0.209464 -0.000250727
48.21 16.7605 -8.32723 12.2373 2.34967 -0.770374 32.5069 -25.1884 -24.9281 21.2681 -2.55841 9.17111 0.812522 30.7573 33.8589 -16.7906 31.2786 27.9702 -14.5637 18.4026 8.58483 0.999369 0.116421 0.0652073 0.315382 0.819281 0.716375 0.999086 0.142525 0.00236233 0.0483933 0.644191 0.426449 0.957794 0.409209 0.98152 0.999025 0.233843 0.208316 0.684586 0.591815 1 0.999983 0.174256 0.19102 0.178449 0.625617 0.999988 0.996286 0.225232 0.302943 0.229985 0.189102 0.607331 0.0031649 0.724398 0.757967 0.149487 0.625221 0.146373 0.612196 0.143259 0.599171 0.140144 0.586145 0.13703 0.57312 0.133916 0.560094 0.612119 0.016841 0.597544 0.0698781 0.58297 0.120309 0.566297 0.0228466 0.551777 0.0751933 0.537256 0.124754 0.481427 0.522327 0.468054 0.508975 0.454681 0.495557 0.276267 0.481154 0.267895 0.46654 0.259523 0.451929 0.0701349 0.435624 0.0677971 0.41611 0.0654592 0.39694 0.183363 0.090888 0.176572 0.0437471 0.169781 -2.64464e-005
48.25 16.283 -7.9284 9.63006 5.05253 1.45716 33.0957 -25.7873 -26.7173 22.9721 -6.16477 5.46317 2.32824 29.4769 33.4536 -15.3006 31.1987 28.3217 -16.6236 20.179 11.0152 0.998923 0.120934 0.141856 0.409837 0.827416 0.725048 0.999378 0.133107 0.00110957 0.0234436 0.673797 0.469883 0.967122 0.394514 0.916725 0.997306 0.248953 0.216266 0.713354 0.574391 1 0.999985 0.17996 0.191689 0.211656 0.630934 0.999992 0.997501 0.205311 0.274868 0.167169 0.227225 0.80837 0.0197485 0.665414 0.737362 0.115776 0.645592 0.113364 0.632142 0.110952 0.618692 0.10854 0.605242 0.106128 0.591792 0.103716 0.578342 0.612034 0.0343466 0.597462 0.0958773 0.582889 0.154367 0.566973 0.0151378 0.552435 0.0522846 0.537898 0.0874558 0.489845 0.513391 0.476238 0.504488 0.462631 0.495278 0.297652 0.481156 0.288632 0.466551 0.279613 0.451948 0.0759576 0.436234 0.0734257 0.418203 0.0708938 0.400413 0.145591 0.160924 0.140199 0.0782015 0.134807 0.00138341
