t sr.HeadDorsalOutput sr.HeadVentralOutput sr.VCDorsalOutput:1 sr.VCVentralAOutput:1 sr.VCVentralPOutput:1 sr.VCDorsalOutput:2 sr.VCVentralAOutput:2 sr.VCVentralPOutput:2 sr.VCDorsalOutput:3 sr.VCVentralAOutput:3 sr.VCVentralPOutput:3 sr.VCDorsalOutput:4 sr.VCVentralAOutput:4 sr.VCVentralPOutput:4 sr.VCDorsalOutput:5 sr.VCVentralAOutput:5 sr.VCVentralPOutput:5 sr.VCDorsalOutput:6 sr.VCVentralAOutput:6 sr.VCVentralPOutput:6 DB:1 DD:1 VBA:1 VBP:1 VDA:1 VDP:1 DB:2 DD:2 VBA:2 VBP:2 VDA:2 VDP:2 DB:3 DD:3 VBA:3 VBP:3 VDA:3 VDP:3 DB:4 DD:4 VBA:4 VBP:4 VDA:4 VDP:4 DB:5 DD:5 VBA:5 VBP:5 VDA:5 VDP:5 DB:6 DD:6 VBA:6 VBP:6 VDA:6 VDP:6 m.DorsalMuscleOutput:1 m.VentralMuscleOutput:1 m.DorsalMuscleOutput:2 m.VentralMuscleOutput:2 m.DorsalMuscleOutput:3 m.VentralMuscleOutput:3 m.DorsalMuscleOutput:4 m.VentralMuscleOutput:4 m.DorsalMuscleOutput:5 m.VentralMuscleOutput:5 m.DorsalMuscleOutput:6 m.VentralMuscleOutput:6 m.DorsalMuscleOutput:7 m.VentralMuscleOutput:7 m.DorsalMuscleOutput:8 m.VentralMuscleOutput:8 m.DorsalMuscleOutput:9 m.VentralMuscleOutput:9 m.DorsalMuscleOutput:10 m.VentralMuscleOutput:10 m.DorsalMuscleOutput:11 m.VentralMuscleOutput:11 m.DorsalMuscleOutput:12 m.VentralMuscleOutput:12 m.DorsalMuscleOutput:13 m.VentralMuscleOutput:13 m.DorsalMuscleOutput:14 m.VentralMuscleOutput:14 m.DorsalMuscleOutput:15 m.VentralMuscleOutput:15 m.DorsalMuscleOutput:16 m.VentralMuscleOutput:16 m.DorsalMuscleOutput:17 m.VentralMuscleOutput:17 m.DorsalMuscleOutput:18 m.VentralMuscleOutput:18 m.DorsalMuscleOutput:19 m.VentralMuscleOutput:19 m.DorsalMuscleOutput:20 m.VentralMuscleOutput:20 m.DorsalMuscleOutput:21 m.VentralMuscleOutput:21 m.DorsalMuscleOutput:22 m.VentralMuscleOutput:22 m.DorsalMuscleOutput:23 m.VentralMuscleOutput:23 m.DorsalMuscleOutput:24 m.VentralMuscleOutput:24
23.61 5.21392 8.2623 -7.76884 19.2843 18.8309 14.4731 11.1981 2.00289 36.0929 -29.6563 -32.5871 23.3186 -12.7244 -1.21725 -0.607705 22.0002 26.3563 -20.1297 25.864 23.6001 0.351868 0.401318 0.984587 0.983301 0.59261 0.541688 0.998301 0.123585 0.348367 0.250248 0.821928 0.76968 0.999583 0.126994 5.63525e-005 0.00251693 0.690711 0.520154 0.943019 0.380048 0.574823 0.970092 0.251659 0.194246 0.482624 0.564963 0.999993 0.999608 0.114539 0.116514 0.0319052 0.671869 0.99991 0.999338 0.131537 0.170532 0.0293574 0.692792 0.0287458 0.678359 0.0281342 0.663926 0.0275225 0.649492 0.0269109 0.635059 0.0262993 0.620626 0.33732 0.570691 0.329289 0.558093 0.321258 0.545447 0.568214 0.0651536 0.553645 0.0598438 0.539075 0.0547256 0.523662 0.00905872 0.509116 0.0257774 0.49457 0.0415263 0.431975 0.422439 0.418885 0.436061 0.405795 0.448032 0.18542 0.437436 0.179239 0.422739 0.173059 0.40805 0.0118027 0.391151 0.0113656 0.37213 0.0109284 0.353457
23.65 3.73599 9.3826 -8.45631 19.7353 19.5372 10.9088 13.5925 4.62756 36.0631 -27.8501 -32.3549 25.202 -16.1896 -5.02298 1.20229 19.5578 24.947 -19.2957 25.574 23.6492 0.288422 0.441049 0.989798 0.988496 0.542072 0.499391 0.996541 0.137544 0.604862 0.412883 0.814493 0.775267 0.999709 0.121632 3.35409e-005 0.00113556 0.716188 0.557767 0.955456 0.350614 0.24455 0.899378 0.288743 0.202213 0.505427 0.553351 0.999987 0.999556 0.115528 0.113893 0.0378653 0.678448 0.999935 0.999622 0.118385 0.147323 0.0286693 0.692992 0.028072 0.678554 0.0274748 0.664117 0.0268775 0.64968 0.0262802 0.635242 0.0256829 0.620805 0.286348 0.582454 0.27953 0.56911 0.272712 0.55574 0.567832 0.144473 0.553273 0.122687 0.538713 0.101853 0.524039 0.00581533 0.509482 0.0169318 0.494926 0.0274039 0.440806 0.334308 0.427448 0.388364 0.414091 0.438409 0.196436 0.437438 0.189888 0.422751 0.18334 0.408071 0.0124831 0.392018 0.0120208 0.374496 0.0115584 0.357205
23.69 2.39425 10.4313 -9.10504 20.1506 20.1256 7.7456 15.5367 7.15378 35.7443 -24.3766 -30.4626 27.1095 -19.4921 -9.14666 3.12566 16.2188 22.8516 -18.5478 25.2789 23.6722 0.235902 0.478494 0.993213 0.991688 0.4907 0.456493 0.992694 0.158051 0.778629 0.56878 0.799683 0.774775 0.999784 0.118028 2.68911e-005 0.00064535 0.738501 0.592743 0.966105 0.315427 0.085259 0.721687 0.338465 0.214265 0.529647 0.541142 0.99997 0.999439 0.116966 0.11183 0.0451253 0.681662 0.99995 0.999773 0.107379 0.128264 0.028131 0.693051 0.0275449 0.678613 0.0269589 0.664174 0.0263728 0.649736 0.0257868 0.635297 0.0252007 0.620858 0.2411 0.59102 0.23536 0.577148 0.229619 0.563265 0.566988 0.236616 0.55245 0.198792 0.537911 0.16264 0.524304 0.00368083 0.50974 0.0110576 0.495176 0.0180071 0.448464 0.240648 0.434874 0.328649 0.421284 0.410694 0.207201 0.437437 0.200294 0.422751 0.193387 0.408072 0.0138558 0.39259 0.0133427 0.376064 0.0128295 0.35969
23.73 1.17573 11.4158 -9.72741 20.5399 20.6228 4.99883 17.1182 9.57884 35.0314 -19.7062 -27.1845 28.9414 -22.4298 -13.374 5.25904 12.1858 20.0487 -17.8249 24.9012 23.6933 0.191578 0.51297 0.995451 0.993675 0.4402 0.414161 0.984594 0.183773 0.877001 0.696222 0.780298 0.769336 0.999825 0.11582 3.09328e-005 0.000497979 0.75798 0.625224 0.975187 0.278349 0.0267957 0.464032 0.393102 0.234753 0.559334 0.528104 0.999912 0.999183 0.118985 0.110358 0.0532019 0.682012 0.999959 0.999856 0.0981222 0.11258 0.0278113 0.692951 0.0272319 0.678514 0.0266525 0.664078 0.0260731 0.649641 0.0254937 0.635205 0.0249143 0.620768 0.201509 0.5972 0.196712 0.582941 0.191914 0.568684 0.56517 0.320866 0.550679 0.273441 0.536187 0.22808 0.524487 0.00227655 0.509918 0.00717725 0.495349 0.0117943 0.455087 0.164812 0.441296 0.263357 0.427506 0.355431 0.218401 0.437431 0.211121 0.422734 0.203841 0.408045 0.0158175 0.392969 0.0152316 0.377102 0.0146458 0.361336
23.77 0.0485017 12.3281 -10.3258 20.9023 21.048 2.59837 18.4285 11.8606 33.899 -14.4391 -23.0166 30.5948 -24.868 -17.4074 7.58314 7.78754 16.6512 -17.0219 24.3619 23.7068 0.153962 0.544084 0.99692 0.994949 0.391957 0.373393 0.968525 0.213187 0.931381 0.794196 0.758301 0.760109 0.999845 0.114717 5.17751e-005 0.000534541 0.774962 0.655243 0.982624 0.242458 0.00801613 0.249633 0.447441 0.265536 0.597736 0.513894 0.999687 0.99859 0.12188 0.109619 0.0616334 0.679913 0.999965 0.999905 0.0902931 0.0996205 0.0279481 0.692621 0.0273659 0.678191 0.0267836 0.663761 0.0262014 0.649332 0.0256191 0.634902 0.0250369 0.620473 0.167136 0.601626 0.163157 0.587081 0.159178 0.572547 0.561429 0.389354 0.547033 0.33913 0.532638 0.291025 0.524613 0.00135433 0.51004 0.00462606 0.495467 0.00770868 0.460763 0.110184 0.446801 0.199185 0.432838 0.282416 0.231065 0.437403 0.223363 0.422679 0.215661 0.407964 0.0182332 0.393219 0.0175579 0.377789 0.0168826 0.362425
23.81 -1.01412 13.1599 -10.9023 21.2369 21.4176 0.463791 19.5412 13.9589 32.3838 -9.08493 -18.4591 31.9964 -26.7735 -21.0463 10.0018 3.36831 12.931 -16.002 23.615 23.6584 0.122208 0.571664 0.997889 0.995798 0.346992 0.334979 0.939217 0.245062 0.96155 0.866524 0.73455 0.747776 0.999848 0.1145 0.00012269 0.00078366 0.789769 0.682825 0.988349 0.211 0.00241831 0.118837 0.498764 0.304321 0.643911 0.498225 0.998641 0.997113 0.125994 0.109805 0.0703788 0.675704 0.999967 0.999934 0.0836345 0.0888544 0.0290939 0.691897 0.0284878 0.677483 0.0278817 0.663068 0.0272755 0.648654 0.0266694 0.634239 0.0260633 0.619825 0.137477 0.604776 0.134204 0.590023 0.130931 0.575286 0.554204 0.441608 0.539994 0.393495 0.525784 0.347319 0.524696 0.000755187 0.510122 0.0029672 0.495547 0.00505161 0.465538 0.072843 0.451431 0.1436 0.437324 0.209796 0.245959 0.437284 0.23776 0.422513 0.229562 0.407755 0.0209856 0.393385 0.0202083 0.378243 0.0194311 0.363146
23.85 -2.02794 13.9089 -11.4568 21.5443 21.7455 -1.46697 20.5105 15.8529 30.5293 -3.99808 -13.9121 33.1151 -28.2041 -24.2267 12.4022 -0.807178 9.19575 -14.6824 22.6622 23.4851 0.0957405 0.595708 0.998532 0.99639 0.30596 0.299461 0.891544 0.27857 0.978356 0.917291 0.709001 0.732478 0.999835 0.115023 0.000389893 0.00149762 0.802689 0.708021 0.992466 0.185437 0.000771294 0.0511885 0.54587 0.347508 0.693454 0.481048 0.993156 0.993139 0.131598 0.111053 0.0800046 0.669648 0.999965 0.999952 0.0779512 0.0798639 0.0322944 0.690428 0.0316216 0.676044 0.0309488 0.66166 0.030276 0.647276 0.0296032 0.632892 0.0289304 0.618508 0.112064 0.60701 0.109396 0.592107 0.106727 0.577226 0.541419 0.479966 0.527536 0.436662 0.513654 0.394989 0.52475 0.000391944 0.510174 0.00193681 0.495597 0.00339277 0.469446 0.0478967 0.45522 0.0999131 0.440995 0.148588 0.263072 0.43669 0.254303 0.421941 0.245534 0.407206 0.0240466 0.393494 0.023156 0.378544 0.0222653 0.363623
23.89 -3.00049 14.579 -11.9848 21.8254 22.0429 -3.23622 21.3772 17.5434 28.3526 0.616995 -9.64642 33.9608 -29.2745 -26.9776 14.6862 -4.59018 5.66754 -13.0751 21.5343 23.1465 0.0740741 0.616343 0.998964 0.996826 0.269175 0.267137 0.824434 0.313283 0.987749 0.95086 0.680965 0.713904 0.999804 0.116202 0.00155336 0.00350845 0.813958 0.730906 0.995251 0.165599 0.000267943 0.0204051 0.588375 0.391931 0.741396 0.462318 0.962868 0.981917 0.139013 0.113441 0.0914519 0.661924 0.99996 0.999963 0.0731036 0.0723316 0.0391843 0.687509 0.038368 0.673186 0.0375517 0.658863 0.0367353 0.64454 0.035919 0.630216 0.0351026 0.615893 0.0904826 0.608588 0.0883283 0.593583 0.0861739 0.578602 0.521164 0.507409 0.507801 0.469821 0.494438 0.433527 0.524781 0.000287929 0.510204 0.00145247 0.495626 0.00255001 0.472546 0.0313904 0.458226 0.0678346 0.443906 0.101941 0.281648 0.433468 0.27226 0.419603 0.262872 0.405697 0.0275115 0.393566 0.0264925 0.378743 0.0254736 0.363938
23.93 -3.93425 15.1777 -12.4725 22.0761 22.3139 -4.87749 22.1741 19.0503 25.8487 4.67581 -5.80944 34.5701 -30.1007 -29.3595 16.784 -7.92146 2.45265 -11.2561 20.2362 22.6126 0.0567277 0.633781 0.999256 0.997168 0.236672 0.238083 0.74362 0.348915 0.993023 0.971766 0.649595 0.691584 0.999746 0.118025 0.00721128 0.00942187 0.823732 0.751538 0.997047 0.150591 0.000102764 0.00775745 0.626327 0.43542 0.784182 0.440676 0.82246 0.950531 0.149579 0.117114 0.105705 0.652624 0.99995 0.999969 0.0689964 0.0660201 0.0518533 0.681872 0.050773 0.667666 0.0496928 0.653461 0.0486125 0.639255 0.0475322 0.625049 0.0464519 0.610844 0.0723616 0.609702 0.0706388 0.594631 0.0689159 0.579586 0.492852 0.526693 0.480215 0.494576 0.467578 0.463439 0.524792 0.000867097 0.510214 0.0018215 0.495637 0.00272 0.474931 0.020512 0.46054 0.0453313 0.446148 0.0685605 0.30057 0.417392 0.290551 0.409643 0.280532 0.401469 0.0315768 0.393613 0.0304073 0.378874 0.0292378 0.364147
23.97 -4.83041 15.7136 -12.8917 22.2799 22.5514 -6.43635 22.9339 20.4105 23.028 8.17928 -2.44387 34.9933 -30.7264 -31.3972 18.6539 -10.7708 -0.432351 -9.31375 18.6439 21.8037 0.0431909 0.648281 0.999456 0.997451 0.208274 0.212214 0.658412 0.38499 0.996001 0.984131 0.614433 0.665288 0.99964 0.120659 0.0356294 0.027015 0.83191 0.769852 0.998167 0.139364 4.36729e-005 0.00291322 0.659996 0.476849 0.820169 0.411225 0.503828 0.872995 0.167947 0.122599 0.123663 0.64172 0.999929 0.999972 0.0655686 0.0607513 0.0723711 0.671453 0.0708633 0.657464 0.0693556 0.643476 0.0678479 0.629487 0.0663401 0.615499 0.0648324 0.60151 0.0573513 0.610488 0.0559858 0.595379 0.0546203 0.580298 0.457769 0.540069 0.446031 0.512604 0.434293 0.485855 0.524783 0.00450398 0.510206 0.00475846 0.495628 0.00499125 0.476719 0.0133542 0.462273 0.0299913 0.447827 0.0455633 0.318763 0.367113 0.308137 0.379579 0.297512 0.390342 0.0364965 0.393642 0.0351447 0.37896 0.033793 0.364285
24.01 -5.69012 16.1926 -13.1956 22.4005 22.7325 -7.98549 23.6954 21.674 19.9642 11.1647 0.479305 35.2829 -31.0016 -32.9874 20.2892 -13.1681 -3.02742 -7.27989 16.5596 20.5862 0.0329259 0.660117 0.999594 0.997694 0.183669 0.189337 0.575365 0.420762 0.997698 0.991168 0.575659 0.635173 0.999445 0.124959 0.15632 0.075871 0.837394 0.785423 0.998852 0.13097 2.07042e-005 0.00112818 0.689754 0.515921 0.849301 0.371462 0.235342 0.730849 0.198477 0.131152 0.146537 0.629024 0.999885 0.999971 0.0627915 0.0563917 0.102179 0.653201 0.10005 0.639593 0.0979214 0.625984 0.0957927 0.612376 0.093664 0.598768 0.0915353 0.585159 0.0451106 0.611042 0.0440365 0.595918 0.0429625 0.580821 0.418298 0.54926 0.407573 0.525462 0.396847 0.502175 0.524748 0.0215532 0.510171 0.0169824 0.495595 0.0126386 0.478029 0.00864703 0.463544 0.0197081 0.449058 0.0300615 0.335433 0.288389 0.324252 0.329003 0.313071 0.366153 0.042579 0.393657 0.041002 0.379014 0.039425 0.364376
24.05 -6.50649 16.6086 -13.3205 22.3764 22.812 -9.60851 24.4943 22.8808 16.8426 13.632 3.03133 35.4629 -30.3901 -33.7595 21.7759 -15.4101 -5.50309 -5.12359 14.0025 18.9157 0.0253944 0.669557 0.999688 0.997898 0.162471 0.169201 0.496104 0.455501 0.998672 0.995067 0.533918 0.601578 0.999083 0.133476 0.433343 0.185339 0.836739 0.797109 0.999267 0.124703 1.13218e-005 0.000475914 0.715987 0.552656 0.872889 0.32692 0.100714 0.556826 0.239035 0.14431 0.176661 0.614276 0.999788 0.999967 0.0606771 0.0528522 0.141914 0.623121 0.138957 0.610139 0.136 0.597157 0.133044 0.584176 0.130087 0.571194 0.127131 0.558212 0.0353019 0.611434 0.0344614 0.59631 0.0336209 0.581213 0.376644 0.555532 0.366986 0.534481 0.357329 0.513788 0.524669 0.0736652 0.510095 0.0525218 0.495521 0.0324697 0.478972 0.00555171 0.464458 0.012878 0.449944 0.0197358 0.35019 0.21011 0.338517 0.270785 0.326844 0.326794 0.050285 0.393657 0.0484226 0.379045 0.0465602 0.364436
24.09 -7.26593 16.9453 -13.1759 22.1216 22.722 -11.3988 25.3651 24.0678 13.8896 15.5674 5.33318 35.4848 -28.3022 -33.2544 23.2746 -17.8423 -8.1562 -2.83241 11.1414 16.866 0.0201082 0.676852 0.999751 0.998053 0.144268 0.15153 0.419341 0.488779 0.999237 0.997192 0.49004 0.56475 0.998408 0.148995 0.695346 0.352557 0.82728 0.803315 0.999515 0.120132 7.69371e-006 0.000235048 0.739041 0.587043 0.893276 0.283584 0.04047 0.398142 0.285686 0.162817 0.217177 0.597219 0.999544 0.999955 0.0592862 0.0500951 0.191792 0.576968 0.187796 0.564948 0.183801 0.552928 0.179805 0.540908 0.175809 0.528888 0.171814 0.516868 0.0275962 0.611711 0.0269392 0.596596 0.0262821 0.581508 0.334153 0.55979 0.325585 0.540725 0.317017 0.521907 0.524515 0.159038 0.509946 0.113899 0.495376 0.0710859 0.479642 0.00351578 0.465107 0.00836301 0.450572 0.0129006 0.363083 0.146453 0.35098 0.214561 0.338878 0.277636 0.0603177 0.393632 0.0580837 0.379054 0.0558497 0.364475
24.13 -7.95603 17.1844 -12.6223 21.5339 22.3706 -13.4606 26.3383 25.2922 11.1843 17.0453 7.46336 35.2476 -24.8184 -31.386 24.863 -20.4347 -11.1347 -0.440697 8.1323 14.5637 0.0167031 0.68224 0.999789 0.998142 0.128657 0.136042 0.343277 0.520442 0.999564 0.998357 0.444879 0.524911 0.99717 0.171306 0.843213 0.523057 0.811376 0.803528 0.99966 0.11699 7.01541e-006 0.000146157 0.759217 0.619048 0.912539 0.244905 0.0150741 0.267999 0.335284 0.18665 0.270225 0.577586 0.998874 0.999928 0.0587199 0.048129 0.25169 0.512289 0.246446 0.501616 0.241203 0.490943 0.235959 0.480271 0.230716 0.469598 0.225472 0.458925 0.0216907 0.611905 0.0211742 0.596804 0.0206578 0.581728 0.291365 0.562672 0.283894 0.545006 0.276423 0.527511 0.524226 0.2486 0.509664 0.18572 0.495103 0.126039 0.480111 0.00217604 0.465562 0.00538559 0.451013 0.00839043 0.374489 0.0993611 0.362006 0.164917 0.349523 0.225724 0.0734959 0.39355 0.0707738 0.379026 0.0680518 0.364498
24.17 -8.55641 17.3149 -11.497 20.5383 21.6721 -15.8494 27.4267 26.6179 8.64592 18.2067 9.4298 34.6839 -20.4581 -28.4403 26.4956 -22.9806 -14.371 1.99048 5.08151 12.1271 0.0150014 0.685932 0.999806 0.998136 0.11527 0.122473 0.267663 0.550399 0.999754 0.999016 0.399301 0.482501 0.994931 0.198595 0.918163 0.660198 0.792197 0.798856 0.999742 0.115055 8.91014e-006 0.000119798 0.776807 0.648663 0.931296 0.212106 0.00524897 0.165845 0.385526 0.215535 0.335046 0.555176 0.996839 0.999863 0.0591012 0.0469852 0.319811 0.431794 0.313148 0.422798 0.306486 0.413802 0.299823 0.404807 0.29316 0.395811 0.286497 0.386815 0.0173348 0.612041 0.0169221 0.596949 0.0165094 0.581881 0.248447 0.564617 0.242077 0.547923 0.235706 0.531345 0.523697 0.324766 0.50915 0.25443 0.494603 0.187598 0.480435 0.00129396 0.465877 0.00342447 0.451318 0.00541938 0.384828 0.066321 0.372001 0.123184 0.359173 0.175974 0.090403 0.3933 0.0870547 0.37891 0.0837065 0.364507
24.21 -9.0297 17.3399 -9.69972 19.1447 20.5922 -18.4801 28.5973 28.0749 6.11299 19.2046 11.2481 33.777 -15.7475 -24.8382 28.0747 -25.3142 -17.7023 4.40077 2.05341 9.63661 0.0150952 0.688109 0.999801 0.997991 0.103782 0.110583 0.19561 0.578469 0.999863 0.999403 0.354292 0.438328 0.990873 0.228961 0.956589 0.762781 0.771643 0.79079 0.999786 0.114137 1.56746e-005 0.000130603 0.792119 0.675925 0.948789 0.18518 0.00175612 0.0921237 0.434803 0.248885 0.40747 0.529968 0.990091 0.999695 0.0605593 0.0466872 0.390911 0.344997 0.382767 0.337809 0.374623 0.330622 0.366479 0.323434 0.358335 0.316247 0.350191 0.30906 0.0143625 0.612134 0.0140205 0.597037 0.0136785 0.581966 0.20588 0.565929 0.200601 0.549903 0.195322 0.533956 0.522739 0.383598 0.508218 0.313813 0.493697 0.247407 0.480658 0.000713199 0.466093 0.00213431 0.451527 0.00346525 0.394326 0.0438501 0.381182 0.0893462 0.368038 0.131604 0.11101 0.392498 0.106898 0.378519 0.102787 0.364498
24.25 -9.33711 17.2671 -7.28555 17.4396 19.1589 -21.1148 29.7585 29.6307 3.42487 20.174 12.9646 32.5429 -11.0642 -20.9573 29.5073 -27.3343 -20.9577 6.74197 -0.909611 7.14217 0.0175469 0.688903 0.999769 0.997632 0.0939206 0.100168 0.133064 0.604268 0.999925 0.999637 0.31107 0.393687 0.983343 0.260803 0.976811 0.838691 0.750678 0.780439 0.999804 0.114071 3.68781e-005 0.000185363 0.805457 0.700911 0.963819 0.163619 0.000584164 0.0455231 0.482002 0.285626 0.481421 0.50213 0.966503 0.999216 0.0632585 0.0472291 0.45758 0.263808 0.448047 0.258312 0.438514 0.252816 0.428981 0.24732 0.419449 0.241824 0.409916 0.236328 0.0127442 0.612192 0.0124408 0.597067 0.0121373 0.581968 0.164985 0.566813 0.160754 0.551245 0.156524 0.535731 0.52099 0.426813 0.506518 0.362432 0.492046 0.301054 0.480808 0.000332197 0.466238 0.00128872 0.451669 0.00218482 0.402962 0.0288299 0.38953 0.062964 0.376098 0.0946778 0.134539 0.389767 0.129556 0.377179 0.124573 0.364448
24.29 -9.46546 17.0919 -4.4559 15.5013 17.4274 -23.4878 30.7984 31.2052 0.502804 21.2085 14.6323 31.0167 -6.63521 -17.0743 30.7301 -28.9903 -23.9947 8.97454 -3.76631 4.68078 0.0238774 0.688367 0.999695 0.996916 0.0854721 0.091073 0.0849376 0.62724 0.999959 0.999779 0.270962 0.350248 0.968913 0.292921 0.987675 0.894262 0.729645 0.768462 0.999803 0.114727 0.000110387 0.00032914 0.817105 0.723728 0.975612 0.146709 0.000199764 0.0202362 0.526347 0.324335 0.551336 0.471535 0.888069 0.99771 0.0676057 0.0485737 0.514261 0.195921 0.503547 0.19184 0.492833 0.187758 0.482119 0.183676 0.471406 0.179595 0.460692 0.175513 0.012701 0.61222 0.0123986 0.597022 0.0120962 0.581855 0.127727 0.56741 0.124452 0.552154 0.121177 0.536935 0.517721 0.45763 0.50334 0.400986 0.488959 0.346852 0.480908 8.84454e-005 0.466335 0.000743589 0.451762 0.00135762 0.410577 0.0188791 0.396891 0.0432771 0.383205 0.0659491 0.159682 0.380475 0.153768 0.372618 0.147853 0.364282
24.33 -9.42912 16.8004 -1.45248 13.3531 15.4551 -25.4216 31.6422 32.7162 -2.6259 22.3516 16.2866 29.2402 -2.57747 -13.3718 31.7149 -30.2783 -26.7178 11.0599 -6.4608 2.28817 0.0376405 0.686427 0.999538 0.995546 0.0782944 0.0832101 0.0519482 0.646874 0.999977 0.999864 0.235028 0.309616 0.940825 0.324614 0.99356 0.933764 0.708332 0.755062 0.999783 0.116004 0.000398123 0.000697087 0.827309 0.744503 0.98413 0.133653 7.22608e-005 0.00833185 0.567341 0.363646 0.613626 0.436723 0.696259 0.992573 0.0748142 0.050673 0.559128 0.143216 0.54748 0.140232 0.535831 0.137248 0.524183 0.134265 0.512534 0.131281 0.500886 0.128298 0.0149565 0.612215 0.0146004 0.596868 0.0142443 0.581559 0.0958332 0.567814 0.0933759 0.55277 0.0909187 0.537752 0.511462 0.479183 0.497255 0.430856 0.483048 0.38453 0.480971 -4.15585e-005 0.466396 0.000420708 0.451821 0.000854161 0.417022 0.0123143 0.403121 0.0291827 0.38922 0.0448595 0.184996 0.354024 0.178144 0.359594 0.171292 0.363727
24.37 -9.24568 16.3883 1.53003 11.0044 13.3098 -26.8186 32.2693 34.1061 -5.87732 23.6097 17.9427 27.2316 1.06443 -9.9591 32.4651 -31.2425 -29.0908 12.9566 -8.92098 0.00557983 0.0663546 0.682758 0.999195 0.992895 0.0723487 0.0765898 0.0313058 0.662925 0.999986 0.999916 0.203772 0.272874 0.887937 0.355851 0.996724 0.960528 0.685834 0.739818 0.99974 0.117832 0.00164042 0.00167685 0.836264 0.763364 0.989891 0.123658 2.82403e-005 0.00330644 0.604741 0.4026 0.666709 0.395828 0.440098 0.974335 0.0870147 0.0535224 0.593035 0.104085 0.580681 0.101917 0.568326 0.0997485 0.555971 0.09758 0.543616 0.0954116 0.531261 0.0932431 0.0212481 0.612156 0.0207422 0.59652 0.0202363 0.580935 0.0700944 0.568089 0.0682971 0.553189 0.0664999 0.538307 0.499506 0.494046 0.485631 0.453518 0.471756 0.414521 0.481006 5.85454e-006 0.46643 0.000329709 0.451854 0.000633312 0.422253 0.00799114 0.408178 0.0194156 0.394103 0.0300339 0.209232 0.303614 0.201482 0.334314 0.193733 0.361788
24.41 -8.90956 15.8741 4.36291 8.5082 11.0914 -27.5777 32.6911 35.3382 -9.17235 24.971 19.6051 24.9479 4.29265 -6.88995 33.0031 -31.9658 -31.1384 14.6326 -11.0985 -2.1234 0.12302 0.676589 0.998384 0.987626 0.0677531 0.071379 0.0192081 0.675455 0.999992 0.999946 0.177148 0.240446 0.798702 0.387391 0.998387 0.977612 0.660372 0.721464 0.999663 0.120194 0.00733125 0.00437285 0.844081 0.780427 0.993607 0.116023 1.20678e-005 0.0013146 0.638526 0.440671 0.71043 0.350625 0.242866 0.913261 0.105512 0.0573181 0.617924 0.0757859 0.605051 0.074207 0.592178 0.0726281 0.579304 0.0710493 0.566431 0.0694704 0.553557 0.0678915 0.0350614 0.611988 0.0342266 0.595793 0.0333918 0.579678 0.0503191 0.568276 0.0490288 0.553474 0.0477386 0.538685 0.477899 0.504184 0.464624 0.470346 0.451349 0.437642 0.481018 0.000644111 0.466442 0.000721719 0.451866 0.000793256 0.426343 0.00514557 0.412132 0.0127939 0.39792 0.0199029 0.231489 0.240346 0.222916 0.300384 0.214342 0.35512
24.45 -8.37924 15.2966 6.96299 5.98334 8.93936 -27.5356 32.9223 36.3784 -12.4611 26.4184 21.275 22.2748 7.13796 -4.17138 33.3532 -32.5248 -32.9152 16.0874 -13.0197 -4.08638 0.22043 0.666504 0.996301 0.977034 0.0648231 0.0679438 0.0124806 0.684746 0.999995 0.999965 0.154764 0.212228 0.674007 0.420457 0.999234 0.987854 0.629555 0.698023 0.999525 0.123216 0.033304 0.0118282 0.850643 0.795755 0.995932 0.110198 5.65704e-006 0.000537788 0.668837 0.477541 0.745554 0.304479 0.1247 0.757772 0.130109 0.0628475 0.635862 0.0556341 0.622615 0.0544751 0.609367 0.0533161 0.59612 0.052157 0.582873 0.050998 0.569626 0.0498389 0.0615933 0.611552 0.0601268 0.594284 0.0586603 0.577149 0.0357052 0.568404 0.0347897 0.553669 0.0338742 0.538943 0.44324 0.511037 0.430928 0.482575 0.418616 0.454927 0.481007 0.00385591 0.466431 0.00277138 0.451855 0.00174733 0.429443 0.00327222 0.415128 0.00836271 0.400813 0.0130946 0.251243 0.179363 0.241937 0.260923 0.232632 0.335699
24.49 -7.58943 14.6963 9.27376 3.58394 7.00061 -26.5027 32.9547 37.1762 -15.7046 27.9314 22.9571 19.0934 9.64618 -1.75843 33.5306 -32.8604 -34.4115 17.3694 -14.8031 -5.93136 0.352752 0.650738 0.990565 0.956326 0.0639744 0.0667529 0.0090001 0.691163 0.999996 0.999976 0.13609 0.18782 0.533796 0.455711 0.999649 0.993638 0.591551 0.667749 0.999266 0.127533 0.134425 0.0317041 0.855068 0.809273 0.997362 0.105771 2.91369e-006 0.000230024 0.695916 0.512945 0.773513 0.259123 0.0602862 0.527797 0.159952 0.0716856 0.648645 0.0414187 0.635131 0.0405558 0.621618 0.039693 0.608104 0.0388301 0.594591 0.0379672 0.581078 0.0371043 0.10468 0.610381 0.102188 0.591134 0.0996953 0.572118 0.0252409 0.568493 0.0245937 0.553803 0.0239465 0.53912 0.395793 0.515638 0.384799 0.491279 0.373805 0.467493 0.480964 0.0174292 0.466389 0.0108616 0.451814 0.00467145 0.431734 0.00203806 0.417343 0.00541851 0.402952 0.00856114 0.26831 0.128397 0.258372 0.215979 0.248435 0.296458
