0.01 1.32307e-022 1.40319e-020 -0.000796327 -1.59265e-008 -2e-005 -0.000796327 -3.18531e-008 -4e-005 -0.000796327 -4.77796e-008 -6e-005 -0.000796327 -6.37061e-008 -8e-005 -0.000796327 -7.96327e-008 -0.0001 -0.000796327 -9.55592e-008 -0.00012 -0.000796327 -1.11486e-007 -0.00014 -0.000796327 -1.27412e-007 -0.00016 -0.000796327 -1.43339e-007 -0.00018 -0.000796327 -1.59265e-007 -0.0002 -0.000796327 -1.75192e-007 -0.00022 -0.000796327 -1.91118e-007 -0.00024 -0.000796327 -2.07045e-007 -0.00026 -0.000796327 -2.22971e-007 -0.00028 -0.000796327 -2.38898e-007 -0.0003 -0.000796327 -2.54825e-007 -0.00032 -0.000796327 -2.70751e-007 -0.00034 -0.000796327 -2.86678e-007 -0.00036 -0.000796327 -3.02604e-007 -0.00038 -0.000796327 -3.18531e-007 -0.0004 -0.000796327 -3.34457e-007 -0.00042 -0.000796327 -3.50384e-007 -0.00044 -0.000796327 -3.6631e-007 -0.00046 -0.000796327 -3.82237e-007 -0.00048 -0.000796327 -3.98163e-007 -0.0005 -0.000796327 -4.1409e-007 -0.00052 -0.000796327 -4.30016e-007 -0.00054 -0.000796327 -4.45943e-007 -0.00056 -0.000796327 -4.61869e-007 -0.00058 -0.000796327 -4.77796e-007 -0.0006 -0.000796327 -4.93723e-007 -0.00062 -0.000796327 -5.09649e-007 -0.00064 -0.000796327 -5.25576e-007 -0.00066 -0.000796327 -5.41502e-007 -0.00068 -0.000796327 -5.57429e-007 -0.0007 -0.000796327 -5.73355e-007 -0.00072 -0.000796327 -5.89282e-007 -0.00074 -0.000796327 -6.05208e-007 -0.00076 -0.000796327 -6.21135e-007 -0.00078 -0.000796327 -6.37061e-007 -0.0008 -0.000796327 -6.52988e-007 -0.00082 -0.000796327 -6.68914e-007 -0.00084 -0.000796327 -6.84841e-007 -0.00086 -0.000796327 -7.00768e-007 -0.00088 -0.000796327 -7.16694e-007 -0.0009 -0.000796327 -7.32621e-007 -0.00092 -0.000796327 -7.48547e-007 -0.00094 -0.000796327 -7.64474e-007 -0.00096 -0.000796327 -7.804e-007 -0.00098 -0.000796327 -7.96327e-007 -0.001 -0.000796327
0.05 1.95215e-009 -1.60623e-006 -0.00053762 -1.11054e-008 -2.15935e-005 -0.000704683 -2.82174e-008 -4.15941e-005 -0.0009664 -4.69128e-008 -6.15952e-005 -0.000908045 -6.44307e-008 -8.15973e-005 -0.000847821 -8.10251e-008 -0.0001016 -0.000813622 -9.71164e-008 -0.000121605 -0.000796408 -1.13023e-007 -0.00014161 -0.000794331 -1.28939e-007 -0.000161617 -0.000797075 -1.44983e-007 -0.000181626 -0.000806781 -1.61213e-007 -0.000201637 -0.000815386 -1.77626e-007 -0.00022165 -0.000824763 -1.94125e-007 -0.000241664 -0.00082366 -2.09968e-007 -0.000261628 -0.000763617 -2.24562e-007 -0.00028159 -0.000698207 -2.38865e-007 -0.000301443 -0.000739649 -2.53909e-007 -0.000321291 -0.000773777 -2.69452e-007 -0.000341141 -0.000790467 -2.85282e-007 -0.000360987 -0.00080373 -3.01253e-007 -0.000380837 -0.000805118 -3.17244e-007 -0.000400683 -0.00080675 -3.33229e-007 -0.000420535 -0.000804641 -3.49196e-007 -0.000440384 -0.000805583 -3.65206e-007 -0.00046024 -0.000808953 -3.81331e-007 -0.000480095 -0.000817672 -3.97572e-007 -0.000499956 -0.000820432 -4.13937e-007 -0.000519818 -0.000830212 -4.30363e-007 -0.000539687 -0.00082593 -4.46779e-007 -0.000559557 -0.000828991 -4.63143e-007 -0.000579436 -0.000819599 -4.79384e-007 -0.000599315 -0.000816007 -4.95461e-007 -0.000619204 -0.000801673 -5.11286e-007 -0.000639095 -0.000789818 -5.2692e-007 -0.000658994 -0.000781032 -5.4237e-007 -0.000678896 -0.000770547 -5.57752e-007 -0.000698807 -0.000772985 -5.73135e-007 -0.000718721 -0.00077001 -5.88574e-007 -0.000738643 -0.000777787 -6.04094e-007 -0.000758569 -0.000777498 -6.19682e-007 -0.000778504 -0.000784029 -6.35305e-007 -0.000798443 -0.000780605 -6.50878e-007 -0.00081839 -0.000778502 -6.663e-007 -0.000838342 -0.000764904 -6.81709e-007 -0.000858301 -0.000777713 -6.97266e-007 -0.000878266 -0.000779587 -7.13086e-007 -0.000898237 -0.000804899 -7.29353e-007 -0.000918214 -0.000824754 -7.45999e-007 -0.000938197 -0.000843013 -7.63059e-007 -0.000958185 -0.000867212 -7.80143e-007 -0.000978184 -0.000838101 -7.96879e-007 -0.000998183 -0.000835593
0.09 4.09733e-009 -5.39616e-006 -0.000752301 -1.14824e-008 -2.53956e-005 -0.000791213 -3.038e-008 -4.53968e-005 -0.00106084 -5.02305e-008 -6.53988e-005 -0.000936756 -6.80618e-008 -8.54024e-005 -0.000852943 -8.4768e-008 -0.000105408 -0.000820191 -1.01035e-007 -0.000125415 -0.000807486 -1.1732e-007 -0.000145426 -0.000820714 -1.3386e-007 -0.000165439 -0.000832479 -1.5071e-007 -0.000185455 -0.000850763 -1.67702e-007 -0.000205474 -0.000846277 -1.84415e-007 -0.000225497 -0.000822154 -2.00113e-007 -0.000245524 -0.000744617 -2.13367e-007 -0.000265391 -0.000588088 -2.23339e-007 -0.000285251 -0.000414677 -2.3308e-007 -0.000304773 -0.000571462 -2.45618e-007 -0.000324276 -0.000704791 -2.60107e-007 -0.000343787 -0.000774401 -2.7582e-007 -0.000363284 -0.000834479 -2.92194e-007 -0.000382789 -0.000844752 -3.08765e-007 -0.000402285 -0.000858167 -3.25422e-007 -0.000421793 -0.000855171 -3.42121e-007 -0.000441296 -0.00086528 -3.59168e-007 -0.000460816 -0.000891032 -3.76905e-007 -0.000480333 -0.00093792 -3.95267e-007 -0.000499871 -0.000953974 -4.14195e-007 -0.000519409 -0.000996482 -4.33342e-007 -0.00053897 -0.000973484 -4.52311e-007 -0.000558534 -0.000977209 -4.70918e-007 -0.000578125 -0.000931848 -4.88865e-007 -0.000597721 -0.000907285 -5.05942e-007 -0.000617346 -0.000837333 -5.2177e-007 -0.000636979 -0.00077655 -5.3655e-007 -0.00065664 -0.00072534 -5.50304e-007 -0.00067631 -0.000668714 -5.63501e-007 -0.000696008 -0.000664704 -5.76458e-007 -0.000715716 -0.000641532 -5.89463e-007 -0.000735454 -0.000666711 -6.02691e-007 -0.000755204 -0.000661898 -6.1615e-007 -0.000774984 -0.000688295 -6.29771e-007 -0.000794777 -0.000676692 -6.43221e-007 -0.000814598 -0.000669679 -6.56111e-007 -0.000834434 -0.000619257 -6.69102e-007 -0.000854297 -0.000682552 -6.82955e-007 -0.000874177 -0.000706283 -6.98279e-007 -0.000894081 -0.000835498 -7.15973e-007 -0.000914003 -0.000946211 -7.35824e-007 -0.000933946 -0.00105381 -7.58002e-007 -0.000953906 -0.00118456 -7.80924e-007 -0.000973901 -0.00109992 -8.02967e-007 -0.000993899 -0.00111572
0.13 6.40445e-009 -9.60232e-006 -0.000844737 -1.10435e-008 -2.96026e-005 -0.000885221 -3.22e-008 -4.96038e-005 -0.00118844 -5.38373e-008 -6.96057e-005 -0.000994745 -7.25623e-008 -8.9609e-005 -0.000886613 -9.00277e-008 -0.000109614 -0.000862654 -1.07327e-007 -0.000129622 -0.000867996 -1.25089e-007 -0.000149632 -0.000906797 -1.43444e-007 -0.000169645 -0.000926802 -1.62024e-007 -0.000189661 -0.000927988 -1.79837e-007 -0.000209681 -0.00084965 -1.95187e-007 -0.000229705 -0.000680873 -2.05643e-007 -0.000249732 -0.000360721 -2.10801e-007 -0.000269495 -0.000152546 -2.11417e-007 -0.000289245 9.7487e-005 -2.13223e-007 -0.000308415 -0.000259404 -2.21349e-007 -0.000327553 -0.000569089 -2.34107e-007 -0.000346701 -0.000750724 -2.50093e-007 -0.000365825 -0.000915577 -2.67898e-007 -0.000384957 -0.000947977 -2.86346e-007 -0.000404071 -0.000991074 -3.05108e-007 -0.000423198 -0.000985669 -3.24013e-007 -0.000442315 -0.00101248 -3.4405e-007 -0.000461462 -0.00110489 -3.66286e-007 -0.000480603 -0.00124665 -3.90357e-007 -0.000499779 -0.00129417 -4.15905e-007 -0.000518955 -0.00140194 -4.41816e-007 -0.000538172 -0.00132466 -4.66841e-007 -0.000557393 -0.0013071 -4.9061e-007 -0.000576663 -0.00118292 -5.1249e-007 -0.000595943 -0.00110509 -5.32e-007 -0.000615276 -0.000924463 -5.48301e-007 -0.000634622 -0.000765535 -5.61785e-007 -0.000654021 -0.000622783 -5.72486e-007 -0.000673437 -0.000471058 -5.81411e-007 -0.000692901 -0.00043294 -5.89275e-007 -0.000712386 -0.000356052 -5.96857e-007 -0.000731923 -0.000399923 -6.04719e-007 -0.000751484 -0.00038058 -6.13006e-007 -0.000771097 -0.000441293 -6.21709e-007 -0.000790736 -0.000420323 -6.30034e-007 -0.000810423 -0.000401726 -6.37079e-007 -0.000830138 -0.000289365 -6.44575e-007 -0.000849901 -0.000456245 -6.5452e-007 -0.000869693 -0.000538633 -6.68603e-007 -0.000889529 -0.000887925 -6.89183e-007 -0.000909395 -0.00119804 -7.15801e-007 -0.000929299 -0.00150008 -7.48787e-007 -0.000949231 -0.00184939 -7.84458e-007 -0.000969222 -0.00170678 -8.1894e-007 -0.000989219 -0.00178274
0.17 9.11603e-009 -1.31146e-005 -0.000920822 -9.93023e-009 -3.31148e-005 -0.00096674 -3.29328e-008 -5.31158e-005 -0.00128889 -5.62623e-008 -7.3117e-005 -0.00106635 -7.64737e-008 -9.31192e-005 -0.000963778 -9.58437e-008 -0.000113123 -0.0009748 -1.15874e-007 -0.000133128 -0.00102739 -1.37326e-007 -0.000153136 -0.00111465 -1.60048e-007 -0.000173146 -0.0011538 -1.82797e-007 -0.000193158 -0.00111574 -2.02933e-007 -0.000213173 -0.000891967 -2.16172e-007 -0.000233191 -0.000425012 -2.1653e-007 -0.000253213 0.000395061 -2.06744e-007 -0.000272902 0.000621099 -1.91623e-007 -0.000292574 0.00093723 -1.80226e-007 -0.000311479 0.000314254 -1.79763e-007 -0.00033034 -0.000228116 -1.88043e-007 -0.000349211 -0.000624347 -2.03376e-007 -0.000368049 -0.000990245 -2.22899e-007 -0.000386876 -0.00108401 -2.44216e-007 -0.000405678 -0.00119529 -2.66406e-007 -0.000424476 -0.00118884 -2.88887e-007 -0.000443259 -0.00123805 -3.14132e-007 -0.000462081 -0.00148553 -3.44765e-007 -0.000480895 -0.00181926 -3.79606e-007 -0.000499752 -0.00192905 -4.17492e-007 -0.000518609 -0.00214503 -4.55669e-007 -0.00053752 -0.00194622 -4.91128e-007 -0.000556439 -0.00185301 -5.23421e-007 -0.000575426 -0.00159167 -5.5164e-007 -0.000594426 -0.00141389 -5.75124e-007 -0.000613505 -0.00107205 -5.92623e-007 -0.000632603 -0.000774278 -6.04757e-007 -0.000651778 -0.000494513 -6.11588e-007 -0.000670977 -0.000209664 -6.14645e-007 -0.000690243 -9.24216e-005 -6.15004e-007 -0.000709539 7.9124e-005 -6.14237e-007 -0.00072891 2.73814e-005 -6.13599e-007 -0.000748315 7.13808e-005 -6.13574e-007 -0.000767795 -3.61244e-005 -6.14429e-007 -0.00078731 -1.583e-005 -6.14634e-007 -0.000806892 2.98551e-005 -6.12484e-007 -0.000826513 0.000225208 -6.11338e-007 -0.0008462 -9.06508e-005 -6.15038e-007 -0.000865928 -0.000270211 -6.26959e-007 -0.000885715 -0.000948764 -6.51582e-007 -0.000905542 -0.00156079 -6.87929e-007 -0.000925418 -0.00213665 -7.36181e-007 -0.000945332 -0.00277575 -7.9004e-007 -0.00096532 -0.00259821 -8.42841e-007 -0.000985315 -0.00276455
0.21 1.21609e-008 -1.55431e-005 -0.000968914 -7.93234e-009 -3.55432e-005 -0.00102072 -3.20395e-008 -5.55438e-005 -0.001345 -5.67134e-008 -7.55443e-005 -0.001143 -7.89533e-008 -9.55453e-005 -0.00108745 -1.01567e-007 -0.000115547 -0.00117251 -1.26492e-007 -0.00013555 -0.00131613 -1.54645e-007 -0.000155554 -0.00149313 -1.85495e-007 -0.000175559 -0.00158532 -2.16573e-007 -0.000195567 -0.00151453 -2.42861e-007 -0.000215576 -0.00110567 -2.56197e-007 -0.000235587 -0.000218253 -2.45062e-007 -0.0002556 0.00134083 -2.16078e-007 -0.00027526 0.00164606 -1.79487e-007 -0.000294899 0.00212004 -1.48249e-007 -0.000313673 0.00127247 -1.31745e-007 -0.000332395 0.000546735 -1.28731e-007 -0.000351123 -0.000180284 -1.38638e-007 -0.00036981 -0.000850466 -1.56785e-007 -0.00038844 -0.00108551 -1.79242e-007 -0.00040704 -0.00133336 -2.04016e-007 -0.000425591 -0.00135921 -2.29767e-007 -0.000444122 -0.00145712 -2.61476e-007 -0.000462695 -0.00200788 -3.04401e-007 -0.000481259 -0.00268042 -3.55681e-007 -0.000499865 -0.00290539 -4.12549e-007 -0.000518472 -0.00328739 -4.69354e-007 -0.000537139 -0.00287849 -5.20074e-007 -0.000555815 -0.00263007 -5.64456e-007 -0.000574577 -0.00216908 -6.01555e-007 -0.000593355 -0.00184053 -6.30811e-007 -0.000612235 -0.00130313 -6.50833e-007 -0.000631139 -0.000846652 -6.62481e-007 -0.000650141 -0.000396682 -6.65862e-007 -0.000669173 3.76633e-005 -6.62797e-007 -0.00068829 0.000290753 -6.54496e-007 -0.000707443 0.0005959 -6.43612e-007 -0.000726695 0.000559192 -6.32422e-007 -0.000745987 0.000633468 -6.22023e-007 -0.000765375 0.000472537 -6.13241e-007 -0.000784808 0.000469385 -6.03517e-007 -0.00080432 0.000567573 -5.89994e-007 -0.000823879 0.000858458 -5.78029e-007 -0.00084352 0.000379499 -5.7365e-007 -0.000863209 8.16449e-005 -5.82267e-007 -0.000882969 -0.000976882 -6.10761e-007 -0.000902776 -0.00193767 -6.57106e-007 -0.000922638 -0.00278101 -7.20559e-007 -0.000942543 -0.00367958 -7.9271e-007 -0.000962529 -0.00352674 -8.64602e-007 -0.000982524 -0.00378014
0.25 1.5481e-008 -1.69633e-005 -0.000978486 -4.95619e-009 -3.69634e-005 -0.00104091 -2.94299e-008 -5.69637e-005 -0.00136187 -5.51197e-008 -7.69635e-005 -0.00122229 -7.98415e-008 -9.69634e-005 -0.00125141 -1.06878e-007 -0.000116964 -0.00144616 -1.38614e-007 -0.000136964 -0.00171917 -1.76138e-007 -0.000156966 -0.0020232 -2.18508e-007 -0.000176967 -0.00220403 -2.6191e-007 -0.00019697 -0.00212591 -2.98684e-007 -0.000216974 -0.00154122 -3.16318e-007 -0.000236978 -0.000211357 -2.96968e-007 -0.000256985 0.00215675 -2.49785e-007 -0.000276652 0.00269289 -1.89476e-007 -0.000296298 0.00350426 -1.32842e-007 -0.000315068 0.00260984 -9.14878e-008 -0.000333783 0.00188432 -6.73716e-008 -0.000352491 0.000762648 -6.31608e-008 -0.000371157 -0.000258337 -7.26878e-008 -0.000389694 -0.000732203 -9.06535e-008 -0.000408197 -0.00119303 -1.13872e-007 -0.000426581 -0.00133747 -1.40149e-007 -0.000444941 -0.00155138 -1.77936e-007 -0.00046334 -0.00260307 -2.36178e-007 -0.000481728 -0.00379946 -3.09203e-007 -0.000500147 -0.00421643 -3.91675e-007 -0.000518567 -0.00483704 -4.73601e-007 -0.000537045 -0.00413451 -5.44611e-007 -0.000555533 -0.00365069 -6.04991e-007 -0.00057412 -0.00294173 -6.54107e-007 -0.000592727 -0.0024239 -6.91795e-007 -0.000611453 -0.00167253 -7.16839e-007 -0.000630208 -0.00105545 -7.30255e-007 -0.000649081 -0.000407246 -7.32143e-007 -0.000667988 0.000182208 -7.24312e-007 -0.000686994 0.000631179 -7.07824e-007 -0.000706042 0.00110395 -6.86661e-007 -0.000725211 0.00111485 -6.64406e-007 -0.000744426 0.00122326 -6.43011e-007 -0.000763756 0.00101452 -6.24138e-007 -0.000783136 0.000964608 -6.03918e-007 -0.000802606 0.001151 -5.78015e-007 -0.000822128 0.00154749 -5.53911e-007 -0.000841746 0.000927403 -5.39875e-007 -0.000861416 0.000516314 -5.43406e-007 -0.000881167 -0.000904763 -5.73651e-007 -0.000900966 -0.00219611 -6.26834e-007 -0.000920825 -0.0032148 -7.0024e-007 -0.000940727 -0.0042499 -7.84868e-007 -0.000960714 -0.00421481 -8.70924e-007 -0.000980709 -0.0045262
0.29 1.89961e-008 -1.7651e-005 -0.000951495 -1.16146e-009 -3.7651e-005 -0.00103217 -2.54807e-008 -5.7651e-005 -0.00135487 -5.20188e-008 -7.76505e-005 -0.00130619 -7.95766e-008 -9.76497e-005 -0.00144454 -1.11825e-007 -0.000117649 -0.00176846 -1.51517e-007 -0.000137648 -0.00218714 -1.99841e-007 -0.000157647 -0.00263099 -2.55433e-007 -0.000177647 -0.00291531 -3.13233e-007 -0.000197646 -0.00285288 -3.63232e-007 -0.000217646 -0.00213682 -3.89144e-007 -0.000237647 -0.000445109 -3.67669e-007 -0.000257648 0.00260103 -3.07827e-007 -0.000277344 0.00353302 -2.25902e-007 -0.000297021 0.00486215 -1.41623e-007 -0.000315871 0.00417117 -6.8471e-008 -0.000334667 0.00370458 -1.37409e-008 -0.000353443 0.00222192 1.47679e-008 -0.000372177 0.000903607 2.36345e-008 -0.000390699 0.000123886 1.88768e-008 -0.000409187 -0.000592523 4.27054e-009 -0.000427468 -0.000979538 -1.75042e-008 -0.000445724 -0.00140889 -5.91617e-008 -0.00046401 -0.00317768 -1.34195e-007 -0.000482284 -0.00509465 -2.32954e-007 -0.000500568 -0.00579819 -3.46584e-007 -0.000518853 -0.00674063 -4.59378e-007 -0.000537182 -0.00569011 -5.55457e-007 -0.000555523 -0.00491393 -6.35988e-007 -0.000573973 -0.0039383 -7.01017e-007 -0.000592445 -0.00321826 -7.50916e-007 -0.000611051 -0.00224736 -7.84811e-007 -0.000629689 -0.00147858 -8.0367e-007 -0.00064846 -0.000601957 -8.074e-007 -0.000667269 0.000150751 -7.9758e-007 -0.00068619 0.000850368 -7.74929e-007 -0.000705158 0.00151785 -7.4489e-007 -0.000724266 0.00161543 -7.12529e-007 -0.000743426 0.00176554 -6.80783e-007 -0.000762718 0.00153344 -6.52306e-007 -0.000782063 0.00142886 -6.21716e-007 -0.000801507 0.00175008 -5.82937e-007 -0.000821007 0.00226987 -5.45559e-007 -0.000840616 0.00155653 -5.19993e-007 -0.000860278 0.00106035 -5.15701e-007 -0.00088003 -0.000662423 -5.43785e-007 -0.00089983 -0.00222448 -5.98022e-007 -0.000919691 -0.00328426 -6.7268e-007 -0.000939594 -0.00429201 -7.60142e-007 -0.00095958 -0.00447743 -8.51668e-007 -0.000979575 -0.00480857
0.33 2.26462e-008 -1.78877e-005 -0.000897373 3.19254e-009 -3.78876e-005 -0.00100473 -2.07188e-008 -5.78875e-005 -0.00133976 -4.81063e-008 -7.78868e-005 -0.00139695 -7.87466e-008 -9.78857e-005 -0.00165469 -1.16575e-007 -0.000117884 -0.00211018 -1.64561e-007 -0.000137883 -0.00266966 -2.23881e-007 -0.000157881 -0.00324399 -2.92754e-007 -0.000177879 -0.00362775 -3.65133e-007 -0.000197876 -0.00359752 -4.2931e-007 -0.000217874 -0.00281106 -4.6642e-007 -0.000237872 -0.000893659 -4.49515e-007 -0.00025787 0.0025883 -3.84767e-007 -0.000277603 0.00403058 -2.86671e-007 -0.000297317 0.00599103 -1.7631e-007 -0.000316287 0.00574521 -6.81895e-008 -0.000335206 0.00579176 2.38487e-008 -0.000354091 0.00407854 8.58619e-008 -0.000372936 0.00261441 1.23321e-007 -0.000391494 0.00152742 1.42055e-007 -0.000410017 0.000575524 1.45103e-007 -0.000428249 -0.000179249 1.34783e-007 -0.000446454 -0.000926822 9.34217e-008 -0.000464676 -0.00361812 2.23984e-009 -0.000482886 -0.00644052 -1.24104e-007 -0.000501074 -0.00753737 -2.72504e-007 -0.000519262 -0.00889315 -4.20376e-007 -0.000537473 -0.00748245 -5.45491e-007 -0.000555697 -0.00639381 -6.50172e-007 -0.000574037 -0.00516828 -7.35454e-007 -0.000592401 -0.00426315 -8.02163e-007 -0.000610908 -0.00307861 -8.4972e-007 -0.000629449 -0.00217292 -8.78729e-007 -0.000648134 -0.00103606 -8.88593e-007 -0.000666862 -0.000104923 -8.80593e-007 -0.000685713 0.000886088 -8.55066e-007 -0.000704614 0.00176612 -8.189e-007 -0.000723674 0.00199167 -7.78666e-007 -0.000742789 0.00219737 -7.38246e-007 -0.000762053 0.00198715 -7.01248e-007 -0.000781373 0.0018445 -6.6068e-007 -0.000800799 0.00235647 -6.08583e-007 -0.000820282 0.00302993 -5.56583e-007 -0.000839888 0.00228519 -5.171e-007 -0.000859548 0.00174803 -5.01403e-007 -0.000879304 -0.000198646 -5.2223e-007 -0.000899108 -0.0019553 -5.70361e-007 -0.000918973 -0.00292092 -6.3622e-007 -0.000938879 -0.00374162 -7.15419e-007 -0.000958866 -0.00423315 -8.02071e-007 -0.000978861 -0.0045464
0.37 2.64256e-008 -1.78766e-005 -0.000827403 7.89047e-009 -3.78765e-005 -0.000968682 -1.55717e-008 -5.78764e-005 -0.00132742 -4.39092e-008 -7.78756e-005 -0.00149461 -7.77627e-008 -9.78743e-005 -0.00187097 -1.21207e-007 -0.000117873 -0.0024496 -1.77282e-007 -0.000137871 -0.00313434 -2.47056e-007 -0.000157868 -0.0038212 -3.2839e-007 -0.000177865 -0.00429459 -4.14584e-007 -0.000197862 -0.0043117 -4.92957e-007 -0.000217859 -0.00351774 -5.43317e-007 -0.000237856 -0.00151481 -5.369e-007 -0.000257852 0.0021567 -4.75037e-007 -0.000277619 0.00415252 -3.67782e-007 -0.00029737 0.00677426 -2.35818e-007 -0.000316463 0.00715482 -9.34921e-008 -0.00033551 0.0079074 3.87375e-008 -0.000354513 0.00615434 1.40865e-007 -0.000373479 0.00475338 2.15818e-007 -0.000392101 0.00343158 2.68341e-007 -0.000410689 0.00233186 2.98917e-007 -0.000428912 0.00112082 3.0841e-007 -0.000447108 -1.78712e-005 2.73423e-007 -0.000465306 -0.00380372 1.69159e-007 -0.00048349 -0.00768568 1.59872e-008 -0.000501613 -0.00928984 -1.68314e-007 -0.000519736 -0.0111564 -3.53409e-007 -0.000537851 -0.00941868 -5.10233e-007 -0.000555981 -0.00803853 -6.42435e-007 -0.00057423 -0.0066134 -7.52225e-007 -0.000592506 -0.00556789 -8.40607e-007 -0.000610929 -0.00418715 -9.07046e-007 -0.000629389 -0.00316374 -9.51403e-007 -0.000647999 -0.00173887 -9.7219e-007 -0.000666655 -0.000610142 -9.70478e-007 -0.000685444 0.000693718 -9.46304e-007 -0.000704286 0.00179283 -9.07855e-007 -0.000723305 0.00218567 -8.63042e-007 -0.000742381 0.00246643 -8.1648e-007 -0.00076162 0.00234076 -7.725e-007 -0.000780917 0.00220095 -7.22517e-007 -0.000800327 0.00296483 -6.5667e-007 -0.000819796 0.00383332 -5.88534e-007 -0.000839399 0.00312555 -5.32418e-007 -0.000859057 0.00260133 -5.01252e-007 -0.000878819 0.000512476 -5.09165e-007 -0.000898627 -0.00135943 -5.43612e-007 -0.000918496 -0.00211465 -5.90634e-007 -0.000938405 -0.00261472 -6.50496e-007 -0.000958392 -0.00346533 -7.21604e-007 -0.000978387 -0.00372618
