t sr.HeadDorsalOutput sr.HeadVentralOutput sr.VCDorsalOutput:1 sr.VCVentralAOutput:1 sr.VCVentralPOutput:1 sr.VCDorsalOutput:2 sr.VCVentralAOutput:2 sr.VCVentralPOutput:2 sr.VCDorsalOutput:3 sr.VCVentralAOutput:3 sr.VCVentralPOutput:3 sr.VCDorsalOutput:4 sr.VCVentralAOutput:4 sr.VCVentralPOutput:4 sr.VCDorsalOutput:5 sr.VCVentralAOutput:5 sr.VCVentralPOutput:5 sr.VCDorsalOutput:6 sr.VCVentralAOutput:6 sr.VCVentralPOutput:6 DB:1 DD:1 VBA:1 VBP:1 VDA:1 VDP:1 DB:2 DD:2 VBA:2 VBP:2 VDA:2 VDP:2 DB:3 DD:3 VBA:3 VBP:3 VDA:3 VDP:3 DB:4 DD:4 VBA:4 VBP:4 VDA:4 VDP:4 DB:5 DD:5 VBA:5 VBP:5 VDA:5 VDP:5 DB:6 DD:6 VBA:6 VBP:6 VDA:6 VDP:6 m.DorsalMuscleOutput:1 m.VentralMuscleOutput:1 m.DorsalMuscleOutput:2 m.VentralMuscleOutput:2 m.DorsalMuscleOutput:3 m.VentralMuscleOutput:3 m.DorsalMuscleOutput:4 m.VentralMuscleOutput:4 m.DorsalMuscleOutput:5 m.VentralMuscleOutput:5 m.DorsalMuscleOutput:6 m.VentralMuscleOutput:6 m.DorsalMuscleOutput:7 m.VentralMuscleOutput:7 m.DorsalMuscleOutput:8 m.VentralMuscleOutput:8 m.DorsalMuscleOutput:9 m.VentralMuscleOutput:9 m.DorsalMuscleOutput:10 m.VentralMuscleOutput:10 m.DorsalMuscleOutput:11 m.VentralMuscleOutput:11 m.DorsalMuscleOutput:12 m.VentralMuscleOutput:12 m.DorsalMuscleOutput:13 m.VentralMuscleOutput:13 m.DorsalMuscleOutput:14 m.VentralMuscleOutput:14 m.DorsalMuscleOutput:15 m.VentralMuscleOutput:15 m.DorsalMuscleOutput:16 m.VentralMuscleOutput:16 m.DorsalMuscleOutput:17 m.VentralMuscleOutput:17 m.DorsalMuscleOutput:18 m.VentralMuscleOutput:18 m.DorsalMuscleOutput:19 m.VentralMuscleOutput:19 m.DorsalMuscleOutput:20 m.VentralMuscleOutput:20 m.DorsalMuscleOutput:21 m.VentralMuscleOutput:21 m.DorsalMuscleOutput:22 m.VentralMuscleOutput:22 m.DorsalMuscleOutput:23 m.VentralMuscleOutput:23 m.DorsalMuscleOutput:24 m.VentralMuscleOutput:24
9.89 9.07252 4.61716 18.7552 -6.95619 -3.30458 11.7174 11.617 20.9245 -12.1457 34.0612 33.2377 -6.09619 23.6927 18.5104 17.4233 6.72007 -0.337865 20.5896 -13.8145 -14.0943 0.978125 0.29942 0.181945 0.526488 0.381645 0.276239 0.756096 0.603286 0.999676 0.999845 0.167205 0.182766 0.335588 0.718114 0.999999 0.999968 0.33485 0.392633 0.915018 0.564589 0.997502 0.979512 0.722419 0.756969 0.996026 0.323254 0.59697 0.375816 0.872814 0.850602 0.98342 0.241751 0.0114056 0.0162511 0.79833 0.695445 0.693279 0.0328977 0.678836 0.0322123 0.664392 0.0315269 0.649949 0.0308416 0.635506 0.0301562 0.621062 0.0294708 0.577031 0.187813 0.563292 0.277278 0.549553 0.36216 0.337037 0.568582 0.328395 0.554007 0.319753 0.539432 0.180114 0.524671 0.175111 0.509994 0.170108 0.495324 0.464545 0.470268 0.450468 0.445597 0.43639 0.421576 0.436004 0.188778 0.421471 0.15085 0.406937 0.115104 0.378673 0.0167736 0.364648 0.0245878 0.350623 0.0317531
9.93 9.8786 3.68651 19.083 -7.53512 -4.01448 13.2347 9.52286 18.9704 -9.52091 33.7652 33.6447 -8.50492 25.4221 20.3604 15.9491 8.10619 1.02827 20.4466 -12.9156 -14.2152 0.983585 0.274297 0.153581 0.488623 0.42537 0.301963 0.807183 0.579048 0.999199 0.99974 0.178175 0.189676 0.3796 0.71881 0.999999 0.999975 0.312992 0.368597 0.843272 0.580602 0.998826 0.987664 0.707593 0.746076 0.994905 0.337346 0.671022 0.433807 0.86761 0.853345 0.98598 0.225862 0.01003 0.0105846 0.816788 0.727305 0.693273 0.0334157 0.67883 0.0327196 0.664387 0.0320234 0.649943 0.0313272 0.6355 0.0306311 0.621057 0.0299349 0.585339 0.157453 0.571403 0.250157 0.557466 0.338156 0.375626 0.568486 0.365995 0.553947 0.356364 0.539406 0.183673 0.524723 0.178571 0.510073 0.173469 0.495426 0.448649 0.473662 0.435054 0.451401 0.421458 0.429633 0.435762 0.220936 0.421236 0.175915 0.406711 0.133492 0.381818 0.0122995 0.367677 0.0175078 0.353536 0.0222804
9.97 10.6248 2.79605 19.4166 -8.13034 -4.71073 14.5589 7.61436 17.1154 -6.84386 33.3461 33.9275 -10.2849 27.0121 22.0892 14.2407 9.4537 2.41385 20.1301 -11.802 -14.0893 0.987668 0.252582 0.12932 0.4516 0.468308 0.328911 0.848149 0.555336 0.997957 0.999552 0.190572 0.197623 0.435071 0.715836 1 0.99998 0.296552 0.349642 0.75237 0.598205 0.999467 0.992772 0.688728 0.731072 0.993235 0.353784 0.738107 0.493912 0.861018 0.854558 0.987598 0.213853 0.00966177 0.00727259 0.832482 0.755147 0.693067 0.0348557 0.678628 0.0341296 0.664189 0.0334034 0.64975 0.0326772 0.635311 0.0319511 0.620872 0.0312249 0.591748 0.132138 0.577659 0.225894 0.56357 0.314923 0.409616 0.568239 0.399113 0.553802 0.38861 0.539359 0.195372 0.52476 0.189945 0.510128 0.184518 0.495499 0.424022 0.476031 0.411173 0.455766 0.398324 0.435866 0.43538 0.252502 0.420867 0.201749 0.406355 0.153915 0.384144 0.00926737 0.369917 0.0125516 0.355689 0.0155567
10.01 11.3192 1.93711 19.7658 -8.74679 -5.41107 15.7288 5.85772 15.3521 -4.24411 32.8489 34.1161 -11.3627 28.4028 23.6344 12.2485 10.7749 3.82301 19.651 -10.5273 -13.7498 0.990742 0.233906 0.108145 0.415049 0.509702 0.356912 0.880657 0.532685 0.994733 0.999219 0.204096 0.206291 0.497234 0.709503 1 0.999984 0.285226 0.335596 0.665967 0.617163 0.999762 0.995807 0.665278 0.711375 0.990651 0.372214 0.797221 0.554429 0.853148 0.854335 0.98848 0.205043 0.0101981 0.0053416 0.84585 0.779348 0.692565 0.0377927 0.678137 0.0370053 0.663708 0.036218 0.64928 0.0354306 0.634851 0.0346433 0.620423 0.0338559 0.596673 0.110848 0.582467 0.203915 0.56826 0.292314 0.438822 0.567602 0.42757 0.553449 0.416319 0.539275 0.213928 0.524788 0.207985 0.510167 0.202043 0.495549 0.393004 0.477655 0.381095 0.458961 0.369185 0.44053 0.43479 0.282526 0.420297 0.227597 0.405804 0.175808 0.385824 0.00730655 0.371534 0.00915858 0.357244 0.0108473
10.05 11.9683 1.10305 20.1331 -9.37813 -6.12091 16.778 4.21773 13.6648 -1.81041 32.3018 34.2275 -11.7384 29.5551 24.9597 10.0092 12.0953 5.27706 19.0162 -9.11963 -13.2147 0.993066 0.217889 0.0895062 0.378836 0.549001 0.385789 0.906282 0.511384 0.986511 0.99863 0.218559 0.215436 0.560846 0.700247 1 0.999986 0.2785 0.326008 0.602813 0.636106 0.999893 0.997547 0.638182 0.687699 0.986503 0.392238 0.847915 0.614245 0.844107 0.852754 0.988729 0.19888 0.0117685 0.00423763 0.857259 0.800338 0.691581 0.0431813 0.677173 0.0422817 0.662765 0.041382 0.648357 0.0404824 0.633949 0.0395828 0.619541 0.0386832 0.600448 0.092768 0.586152 0.183749 0.571855 0.270185 0.46344 0.565973 0.451557 0.55258 0.439674 0.539127 0.237567 0.524807 0.230968 0.510195 0.224369 0.495585 0.36074 0.478754 0.349808 0.461246 0.338877 0.443926 0.433866 0.310289 0.419404 0.252826 0.404942 0.198614 0.386989 0.00618047 0.372656 0.00691966 0.358323 0.00758438
10.09 12.5755 0.291946 20.5132 -10.0038 -6.82995 17.7326 2.66531 12.0331 0.404561 31.7101 34.2629 -11.4879 30.4586 26.0606 7.6422 13.4388 6.79437 18.2313 -7.59258 -12.4903 0.994825 0.204173 0.0731828 0.343197 0.585832 0.415345 0.926389 0.491425 0.966429 0.99759 0.233987 0.224881 0.621396 0.688611 1 0.999988 0.27573 0.320246 0.568044 0.653375 0.999951 0.998528 0.609353 0.661656 0.979714 0.413435 0.890088 0.672628 0.833997 0.849853 0.988366 0.194933 0.0148001 0.00366246 0.867006 0.818535 0.689779 0.052456 0.675409 0.0513631 0.661038 0.0502703 0.646668 0.0491775 0.632297 0.0480846 0.617927 0.0469918 0.603337 0.0772934 0.588972 0.165065 0.574607 0.248464 0.48388 0.561907 0.471473 0.550465 0.459066 0.538867 0.264251 0.52482 0.256911 0.510215 0.249571 0.49561 0.33221 0.479493 0.322143 0.462854 0.312076 0.446347 0.432386 0.33529 0.417973 0.276944 0.40356 0.221852 0.387734 0.00577677 0.373373 0.00556243 0.359013 0.00534813
10.13 13.1426 -0.492988 20.8948 -10.5878 -7.51285 18.613 1.18048 10.434 2.3768 31.0513 34.2082 -10.7421 31.133 26.9591 5.30022 14.8112 8.3712 17.3064 -5.96196 -11.5836 0.996153 0.192449 0.059148 0.308791 0.619978 0.445355 0.942123 0.472402 0.921642 0.995761 0.250841 0.234503 0.675877 0.675202 1 0.99999 0.276216 0.317611 0.558766 0.66774 0.999976 0.999084 0.580869 0.635094 0.968682 0.435408 0.923848 0.728712 0.822899 0.845606 0.987332 0.192878 0.0201938 0.00347316 0.875318 0.834322 0.686592 0.0675401 0.672288 0.066133 0.657984 0.0647259 0.64368 0.0633189 0.629376 0.0619118 0.615072 0.0605047 0.605544 0.0640111 0.591126 0.147687 0.576709 0.227208 0.50065 0.552356 0.487813 0.545578 0.474976 0.538412 0.292001 0.524829 0.28389 0.510228 0.275779 0.495628 0.310569 0.479989 0.301158 0.463971 0.291747 0.448045 0.42999 0.357205 0.415657 0.299574 0.401324 0.245096 0.388115 0.00611922 0.37374 0.00494268 0.359366 0.00383922
10.17 13.6702 -1.24387 21.2615 -11.0777 -8.12963 19.4369 -0.247111 8.83995 4.10356 30.2655 34.0298 -9.65993 31.6232 27.6942 3.12393 16.1961 9.97854 16.2553 -4.25429 -10.5107 0.997148 0.182456 0.0474469 0.276692 0.65134 0.475561 0.954424 0.45342 0.837526 0.99255 0.270287 0.244236 0.72286 0.660621 1 0.999991 0.279274 0.317419 0.569514 0.678566 0.999988 0.999404 0.55448 0.609665 0.951414 0.457811 0.949577 0.781196 0.81084 0.839925 0.985479 0.192493 0.0296765 0.00363277 0.882354 0.848033 0.68109 0.0906228 0.666901 0.0887348 0.652712 0.0868469 0.638522 0.0849589 0.624333 0.0830709 0.610143 0.0811829 0.607227 0.0526556 0.592769 0.131603 0.578311 0.206638 0.51428 0.532421 0.501094 0.535456 0.487907 0.537613 0.319167 0.524835 0.310301 0.510237 0.301435 0.495639 0.297085 0.480321 0.288083 0.464741 0.27908 0.449224 0.426161 0.375863 0.411955 0.320404 0.39775 0.267906 0.388154 0.00741434 0.373778 0.00505304 0.359402 0.00285225
10.21 14.158 -1.94859 21.5898 -11.4025 -8.62566 20.2209 -1.62244 7.21701 5.59961 29.2569 33.674 -8.40426 31.9906 28.314 1.21813 17.5627 11.5719 15.0936 -2.50545 -9.29852 0.997887 0.173982 0.038102 0.248304 0.67992 0.505675 0.964058 0.433365 0.715788 0.986936 0.294059 0.254078 0.762133 0.645407 0.999999 0.999992 0.284276 0.319057 0.594212 0.685717 0.999994 0.999595 0.531389 0.586605 0.926261 0.480376 0.968086 0.828516 0.797759 0.832651 0.982551 0.193664 0.0463824 0.00420119 0.888191 0.859949 0.671799 0.123623 0.657803 0.121047 0.643807 0.118472 0.629811 0.115896 0.615815 0.113321 0.60182 0.110745 0.608506 0.0430607 0.594018 0.116939 0.57953 0.187164 0.52528 0.497807 0.511811 0.517876 0.498343 0.536217 0.344556 0.524838 0.334985 0.510242 0.325414 0.495647 0.29161 0.480545 0.282773 0.465269 0.273937 0.450038 0.420278 0.391252 0.406269 0.339171 0.392259 0.289782 0.387836 0.0101499 0.373472 0.00605996 0.359107 0.00225572
10.25 14.6038 -2.59185 21.8405 -11.4744 -8.93452 20.9863 -2.96312 5.52432 6.89943 27.9393 33.0899 -7.1159 32.2964 28.8661 -0.354923 18.8767 13.1041 13.836 -0.754994 -7.98175 0.998428 0.166862 0.0310697 0.225143 0.705793 0.535376 0.971645 0.411725 0.582823 0.977181 0.323448 0.264104 0.794305 0.63 0.999999 0.999992 0.290678 0.322009 0.626831 0.689405 0.999996 0.999714 0.512206 0.566637 0.893291 0.502879 0.980612 0.869303 0.783513 0.823591 0.978158 0.19641 0.075501 0.00536631 0.892807 0.870298 0.656449 0.167496 0.642773 0.164006 0.629097 0.160517 0.615421 0.157027 0.601745 0.153538 0.588069 0.150048 0.609474 0.0351127 0.594963 0.103932 0.580452 0.169354 0.534114 0.449375 0.520419 0.49303 0.506724 0.533781 0.367452 0.524838 0.357245 0.510245 0.347038 0.495652 0.293037 0.480696 0.284157 0.465631 0.275278 0.450597 0.411841 0.403527 0.398113 0.355672 0.384385 0.310189 0.387105 0.0152485 0.372768 0.0083719 0.35843 0.00198083
10.29 15.0018 -3.15939 21.9478 -11.1978 -8.98624 21.7651 -4.32401 3.71058 8.05708 26.2998 32.2656 -5.89301 32.5833 29.3874 -1.57295 20.1082 14.5357 12.4987 0.959114 -6.5968 0.998815 0.160975 0.0262525 0.208573 0.72909 0.564299 0.977688 0.388996 0.463385 0.960356 0.358354 0.274509 0.820487 0.614734 0.999999 0.999992 0.298033 0.325867 0.66209 0.690068 0.999998 0.999792 0.497008 0.549975 0.855405 0.52506 0.988611 0.902807 0.76795 0.812591 0.971735 0.200925 0.124024 0.00753337 0.896052 0.879257 0.631804 0.221745 0.618642 0.217125 0.605479 0.212505 0.592316 0.207886 0.579154 0.203266 0.565991 0.198646 0.610203 0.02872 0.595675 0.0928753 0.581146 0.153868 0.541194 0.393109 0.527317 0.463451 0.513441 0.52956 0.387557 0.524837 0.376792 0.510245 0.366026 0.495654 0.299717 0.480798 0.290634 0.465878 0.281552 0.45098 0.400806 0.413004 0.387446 0.369806 0.374086 0.328638 0.385856 0.024192 0.371565 0.0126998 0.357274 0.00202273
10.33 15.3398 -3.64558 21.812 -10.4886 -8.72047 22.6009 -5.80075 1.70801 9.13301 24.4029 31.2319 -4.79018 32.8707 29.9011 -2.44894 21.2361 15.8398 11.1061 2.60358 -5.17704 0.999084 0.156249 0.0235741 0.199753 0.749976 0.592035 0.982578 0.36605 0.363421 0.931645 0.397592 0.285659 0.841996 0.599849 0.999998 0.999992 0.306 0.330326 0.696094 0.688267 0.999999 0.999845 0.485483 0.536435 0.817708 0.546532 0.993469 0.92907 0.751058 0.799639 0.962536 0.207604 0.197493 0.0115166 0.897644 0.886947 0.593929 0.284345 0.581556 0.278421 0.569182 0.272498 0.556809 0.266574 0.544435 0.26065 0.532061 0.254726 0.610747 0.023803 0.596206 0.084077 0.581664 0.141383 0.546873 0.335351 0.53285 0.431583 0.518828 0.522297 0.404906 0.524835 0.393658 0.510245 0.382411 0.495655 0.309836 0.480867 0.300447 0.466048 0.291058 0.451244 0.38782 0.420103 0.374893 0.381594 0.361965 0.344776 0.383926 0.0388241 0.369707 0.0199724 0.355487 0.00246029
10.37 15.5973 -4.05857 21.311 -9.29552 -8.09901 23.5381 -7.50327 -0.564634 10.1769 22.331 30.0252 -3.83217 33.1579 30.4193 -3.02756 22.2512 17.005 9.69123 4.15295 -3.74849 0.999257 0.152644 0.0231266 0.199869 0.768637 0.61816 0.986601 0.343431 0.278825 0.883714 0.439676 0.298194 0.860068 0.585504 0.999997 0.999991 0.314347 0.335179 0.726464 0.684593 0.999999 0.999884 0.477098 0.525592 0.785178 0.566781 0.996307 0.948815 0.733056 0.784934 0.949683 0.216974 0.293698 0.0189104 0.897226 0.893435 0.539669 0.351874 0.528426 0.344543 0.517183 0.337212 0.50594 0.329882 0.494696 0.322551 0.483453 0.31522 0.611148 0.0203137 0.596597 0.0778609 0.582046 0.132577 0.551445 0.27995 0.537305 0.398265 0.523165 0.509974 0.419751 0.524832 0.408091 0.510243 0.396431 0.495655 0.321728 0.480915 0.311979 0.466165 0.30223 0.451426 0.37409 0.425284 0.361621 0.391175 0.349151 0.358441 0.381097 0.0604753 0.366983 0.0309414 0.352868 0.00350712
10.41 15.7522 -4.41495 20.3398 -7.61578 -7.11042 24.6024 -9.50316 -3.17401 11.2231 20.1197 28.6422 -3.02559 33.4231 30.9433 -3.3801 23.1557 18.0365 8.28672 5.59443 -2.32649 0.999352 0.15016 0.0254304 0.210448 0.785249 0.642261 0.989931 0.321175 0.205304 0.807553 0.483203 0.313141 0.875707 0.571786 0.999995 0.999989 0.322936 0.340293 0.752032 0.6796 0.999999 0.999913 0.471242 0.51692 0.760621 0.585284 0.997921 0.963183 0.714382 0.76886 0.932325 0.229518 0.400743 0.0327273 0.894506 0.898716 0.469648 0.419642 0.459863 0.4109 0.450079 0.402157 0.440295 0.393415 0.430511 0.384672 0.420726 0.37593 0.611437 0.0182941 0.596879 0.0746173 0.582321 0.128172 0.555145 0.228512 0.54091 0.362776 0.526676 0.489666 0.432456 0.524828 0.420443 0.51024 0.40843 0.495653 0.334044 0.480947 0.323921 0.466245 0.313799 0.451551 0.360958 0.428984 0.348926 0.39878 0.336894 0.369673 0.377105 0.0888222 0.363139 0.045685 0.349172 0.00561299
10.45 15.7914 -4.72172 18.8707 -5.50656 -5.77055 25.7765 -11.7601 -6.10897 12.3 17.7309 27.0138 -2.35926 33.6194 31.4616 -3.59179 23.9601 18.9524 6.91151 6.93106 -0.915061 0.999375 0.148837 0.0319248 0.233561 0.79996 0.663938 0.992648 0.29901 0.14207 0.697705 0.526877 0.331935 0.889696 0.558722 0.999988 0.999986 0.331718 0.345587 0.772433 0.673772 1 0.999934 0.467311 0.509889 0.74426 0.601656 0.998826 0.973422 0.695572 0.751888 0.90987 0.245555 0.504846 0.0582083 0.889353 0.902702 0.390498 0.482386 0.382362 0.472336 0.374227 0.462286 0.366092 0.452237 0.357956 0.442187 0.349821 0.432137 0.611637 0.017998 0.597074 0.0749065 0.582512 0.129018 0.558149 0.18168 0.543837 0.323753 0.529526 0.458103 0.443412 0.524822 0.431095 0.510237 0.418778 0.495651 0.345795 0.480969 0.335316 0.466301 0.324837 0.451639 0.349466 0.431584 0.337817 0.404695 0.326168 0.378668 0.371683 0.121769 0.357917 0.0636361 0.344151 0.00962768
10.49 15.7177 -4.95826 16.982 -3.08445 -4.12854 26.9884 -14.0788 -9.21858 13.4398 15.0824 25.0254 -1.79714 33.6803 31.9498 -3.74007 24.6771 19.7766 5.57057 8.17749 0.487613 0.999318 0.148788 0.0459569 0.271567 0.812846 0.6828 0.994784 0.276772 0.0912962 0.561423 0.569417 0.356085 0.902686 0.546292 0.999972 0.999981 0.34072 0.351021 0.787831 0.667513 1 0.999951 0.464762 0.50402 0.734577 0.615729 0.99933 0.98066 0.677125 0.73447 0.882216 0.265309 0.598063 0.102898 0.881755 0.905186 0.312378 0.535949 0.30587 0.524783 0.299363 0.513617 0.292855 0.502452 0.286347 0.491286 0.279839 0.480121 0.611763 0.0201384 0.597197 0.0796003 0.582631 0.136138 0.560581 0.140141 0.546207 0.280645 0.531833 0.413564 0.453002 0.524815 0.440419 0.510231 0.427835 0.495648 0.356332 0.480984 0.345534 0.46634 0.334736 0.4517 0.340145 0.433386 0.328807 0.409219 0.317469 0.385722 0.364618 0.156558 0.351113 0.0842016 0.337609 0.0169647
10.53 15.5419 -5.07912 14.813 -0.503049 -2.27199 28.1339 -16.1626 -12.2267 14.6783 12.1206 22.5848 -1.27658 33.5405 32.3752 -3.87523 25.3165 20.5307 4.26671 9.34967 1.87976 0.999151 0.150243 0.0745736 0.325971 0.823846 0.69847 0.996375 0.254831 0.0548802 0.420135 0.609586 0.3864 0.915206 0.534448 0.999924 0.99997 0.350025 0.356585 0.798791 0.661134 1 0.999963 0.463132 0.498913 0.729459 0.627556 0.999613 0.985785 0.65941 0.716963 0.849885 0.289082 0.678274 0.173552 0.87173 0.905827 0.243467 0.578655 0.238395 0.5666 0.233323 0.554545 0.22825 0.542489 0.223178 0.530434 0.218106 0.518379 0.611818 0.0263667 0.597251 0.0900453 0.582684 0.150587 0.562528 0.104786 0.548104 0.234935 0.53368 0.358092 0.46158 0.524802 0.448758 0.510223 0.435937 0.495643 0.365304 0.480994 0.354234 0.466367 0.343164 0.451743 0.333046 0.434624 0.321944 0.412636 0.310843 0.391166 0.355809 0.190851 0.342631 0.107223 0.329453 0.0294841
10.57 15.2779 -5.03356 12.5025 2.08212 -0.312894 29.1205 -17.7169 -14.82 16.0458 8.86706 19.6802 -0.719966 33.1602 32.7025 -4.01622 25.8828 21.2282 3.00876 10.4569 3.25053 0.998797 0.15361 0.130201 0.395604 0.832661 0.710643 0.997498 0.234087 0.0317984 0.296511 0.646393 0.422346 0.927567 0.523141 0.999771 0.999948 0.35974 0.362291 0.80619 0.654861 1 0.999972 0.46206 0.494255 0.727028 0.637349 0.999772 0.989444 0.642639 0.699605 0.814025 0.317225 0.745966 0.268918 0.859283 0.904186 0.18731 0.611074 0.183407 0.598343 0.179505 0.585612 0.175603 0.572882 0.171701 0.560151 0.167798 0.54742 0.611795 0.0399897 0.597228 0.108198 0.582661 0.173033 0.564059 0.0762119 0.549596 0.189836 0.535133 0.297376 0.469449 0.524773 0.456409 0.510205 0.443369 0.495636 0.372605 0.481001 0.361314 0.466386 0.350023 0.451774 0.3279 0.435468 0.31697 0.415195 0.30604 0.39532 0.345319 0.223089 0.33253 0.132719 0.31974 0.0486643
10.61 14.9451 -4.77816 10.1738 4.53992 1.64377 29.891 -18.503 -16.7255 17.5605 5.39374 16.3727 -0.0554004 32.5322 32.8988 -4.15932 26.374 21.8738 1.80914 11.5011 4.58285 0.99808 0.159534 0.226295 0.475594 0.838656 0.719185 0.998255 0.215532 0.0186409 0.202534 0.679287 0.46214 0.939789 0.512349 0.999214 0.999896 0.369957 0.368157 0.811104 0.648833 1 0.999978 0.461291 0.489834 0.725992 0.645405 0.999862 0.992084 0.626898 0.682527 0.776242 0.349807 0.802221 0.376389 0.844426 0.899863 0.143831 0.634905 0.140835 0.621678 0.137838 0.608451 0.134842 0.595224 0.131846 0.581997 0.128849 0.568769 0.611657 0.0661056 0.597094 0.136401 0.582531 0.20319 0.565239 0.0542761 0.550746 0.148729 0.536252 0.238137 0.476832 0.524683 0.463586 0.510155 0.450341 0.495624 0.378336 0.481006 0.366872 0.4664 0.355407 0.451796 0.324306 0.436041 0.313496 0.4171 0.302685 0.398463 0.333388 0.252378 0.32104 0.160181 0.308693 0.0743564
10.65 14.568 -4.27977 7.94433 6.77429 3.52858 30.4136 -18.3473 -17.7478 19.2257 1.77184 12.743 0.765912 31.6733 32.9371 -4.28816 26.7825 22.4639 0.678131 12.4795 5.86021 0.996616 0.168794 0.359892 0.558719 0.841025 0.724213 0.99875 0.199837 0.0117353 0.138847 0.708179 0.503433 0.951638 0.502071 0.996959 0.999759 0.380743 0.374191 0.814639 0.643115 1 0.999982 0.460671 0.485532 0.725644 0.652032 0.999915 0.994005 0.612187 0.665792 0.738251 0.386242 0.848175 0.480532 0.82722 0.892616 0.111237 0.652078 0.108919 0.638493 0.106602 0.624908 0.104284 0.611323 0.101967 0.597738 0.0996495 0.584153 0.611319 0.108949 0.596764 0.175945 0.582209 0.239546 0.566129 0.0381558 0.551613 0.113881 0.537097 0.185569 0.483844 0.524353 0.470404 0.50998 0.456964 0.495597 0.382748 0.481009 0.371149 0.466409 0.359551 0.451811 0.321864 0.43643 0.311135 0.418513 0.300406 0.40083 0.320404 0.278286 0.308537 0.188347 0.29667 0.104534
10.69 14.1632 -3.5242 5.90725 8.73078 5.31633 30.66 -17.1787 -17.8031 21.0244 -1.93848 8.86402 1.76317 30.6107 32.7987 -4.37904 27.0975 22.9889 -0.37596 13.3877 7.07009 0.993569 0.181909 0.502947 0.638393 0.839337 0.726062 0.999067 0.187236 0.00844039 0.0998153 0.733295 0.544042 0.962714 0.492259 0.986971 0.999362 0.392234 0.380386 0.817756 0.637708 1 0.999985 0.460138 0.481316 0.725743 0.657503 0.999946 0.995412 0.598465 0.649433 0.701536 0.425283 0.885008 0.5726 0.807802 0.882351 0.0872941 0.664304 0.0854755 0.650464 0.0836569 0.636624 0.0818382 0.622785 0.0800196 0.608945 0.078201 0.595105 0.610586 0.167043 0.596048 0.224878 0.58151 0.279698 0.566789 0.0267166 0.552256 0.0861195 0.537723 0.14236 0.4905 0.522961 0.476875 0.50927 0.46325 0.49553 0.386173 0.481011 0.37447 0.466417 0.362768 0.451823 0.320253 0.436692 0.309578 0.41956 0.298903 0.402605 0.306835 0.300684 0.295471 0.215722 0.284107 0.136439
10.73 13.7256 -2.52918 4.09576 10.4009 7.01058 30.5998 -15.0769 -16.9435 22.9149 -5.65672 4.81667 2.92656 29.3629 32.4696 -4.40687 27.312 23.4379 -1.34182 14.219 8.20195 0.98719 0.198811 0.62769 0.71062 0.833871 0.725149 0.999265 0.177625 0.00731181 0.0785533 0.755021 0.582377 0.972556 0.48249 0.941735 0.998086 0.405134 0.386721 0.821119 0.632572 1 0.999987 0.459694 0.477208 0.726366 0.662027 0.999964 0.996446 0.585686 0.633477 0.667217 0.465347 0.913947 0.650752 0.786402 0.869044 0.0699395 0.672947 0.0684825 0.658927 0.0670254 0.644908 0.0655683 0.630888 0.0641112 0.616868 0.0626542 0.602848 0.609035 0.233042 0.594534 0.278301 0.580034 0.321082 0.567271 0.0188541 0.552725 0.0651663 0.53818 0.109016 0.496728 0.516729 0.48293 0.506138 0.469132 0.495332 0.388957 0.481013 0.377171 0.466422 0.365384 0.451832 0.31926 0.43687 0.308618 0.420334 0.297976 0.403935 0.29316 0.319655 0.282302 0.241146 0.271444 0.167766
10.77 13.234 -1.34281 2.48317 11.815 8.62243 30.2144 -12.2511 -15.3309 24.8284 -9.24921 0.708485 4.21684 27.8751 31.906 -4.36436 27.4377 23.8093 -2.20568 14.9667 9.24532 0.974003 0.219022 0.725257 0.7738 0.825253 0.72179 0.999382 0.170713 0.0078903 0.0699397 0.773781 0.617536 0.98076 0.470769 0.776795 0.993626 0.422629 0.393207 0.824995 0.627628 1 0.999988 0.459375 0.473265 0.727638 0.665753 0.999975 0.997208 0.573812 0.617964 0.63611 0.50486 0.936223 0.71618 0.763332 0.852701 0.0574753 0.679037 0.0562779 0.66489 0.0550805 0.650744 0.0538831 0.636597 0.0526857 0.62245 0.0514883 0.608304 0.6058 0.298865 0.591376 0.331164 0.576952 0.361541 0.567616 0.0136903 0.553062 0.0502059 0.538507 0.0847811 0.502403 0.491719 0.488448 0.493644 0.474492 0.494678 0.391397 0.481014 0.379537 0.466426 0.367676 0.451838 0.318766 0.43699 0.308141 0.420907 0.297515 0.404929 0.279814 0.335418 0.26945 0.263966 0.259087 0.197054
