2.81893e-016 -4.68917e-016 -4.25549e-016 1.34983e-015 -2.29851e-015 3.59142e-015 -4.71899e-015 2.96258e-015 1.7537e-015 -4.66478e-015 4.46691e-015 -3.50197e-015 1.48265e-015 8.26704e-016 -1.58836e-015 2.24972e-015 -8.5923e-016 -3.30953e-015 4.43439e-015 -2.91108e-015 2.5804e-015 1.18991e-015 -9.19674e-015
0.00032572 -0.000106875 1.63013e-005 2.57568e-005 6.16187e-005 -0.000100524 -6.63879e-005 9.76293e-005 1.62294e-005 -1.30333e-005 -6.36435e-007 1.77768e-005 1.2366e-005 -5.72461e-006 -2.49128e-005 -2.79059e-005 -4.8135e-006 1.45089e-005 1.18885e-005 -1.44596e-005 -1.01522e-005 3.51432e-005 4.88361e-005
0.00159875 -0.00136877 -0.000279035 9.82557e-005 0.000202786 -0.000365944 -0.000207703 0.000333108 7.4948e-005 -2.57979e-005 1.00221e-005 6.59706e-005 4.03107e-005 -2.79507e-005 -9.85292e-005 -0.000111663 -3.05829e-005 4.32482e-005 4.06736e-005 -4.55054e-005 -2.50751e-005 0.000143327 0.000204364
0.00272888 -0.00197573 -0.000470447 0.000180802 0.000333783 -0.000839288 -0.000397088 0.000731784 0.000193762 -2.62369e-005 4.36045e-005 0.00015355 8.28121e-005 -7.64496e-005 -0.000237101 -0.000271728 -9.42136e-005 7.82382e-005 8.60378e-005 -9.0628e-005 -3.46375e-005 0.000352677 0.0005087
0.00377026 -0.00220641 -0.000542066 0.000278758 0.000394555 -0.00149902 -0.000580399 0.00128745 0.000373892 -9.32338e-006 0.000111502 0.000292383 0.000140849 -0.000159685 -0.000455387 -0.000527696 -0.000212832 0.00011047 0.000146687 -0.00014846 -2.97457e-005 0.000690322 0.00100177
0.00584385 -0.00229436 -0.0005778 0.000365397 0.000340653 -0.00231807 -0.000709223 0.00200116 0.000617597 2.72783e-005 0.000223705 0.0004949 0.000214676 -0.000286955 -0.000767896 -0.000898616 -0.000403519 0.000130393 0.000220989 -0.000218648 -2.34001e-006 0.00118356 0.00172312
0.00300299 -0.00249999 -0.000386102 0.00050679 0.000137539 -0.00328646 -0.00074138 0.00288076 0.000929897 8.46325e-005 0.000389756 0.000774141 0.000303189 -0.00046928 -0.00118909 -0.00140235 -0.000683077 0.000128091 0.000307065 -0.000301513 5.48497e-005 0.00185961 0.00271125
0.00238169 -0.00271696 -0.000248532 0.000591797 -0.000261313 -0.00438841 -0.000633224 0.00394385 0.00132116 0.000163749 0.000619138 0.00114397 0.000403218 -0.00072053 -0.001733 -0.00205469 -0.00106716 9.33337e-005 0.000402822 -0.000397693 0.000148198 0.00274454 0.00400166
0.00199964 -0.0029459 -9.69018e-005 0.000627068 -0.00089871 -0.00563198 -0.000349287 0.00521272 0.00180599 0.000265607 0.00092178 0.0016197 0.000509135 -0.00105688 -0.00241286 -0.00286794 -0.00156959 1.54959e-005 0.000506344 -0.000507909 0.000283052 0.00386135 0.00562424
0.00170423 -0.00316185 7.7344e-005 0.000603393 -0.00181665 -0.00703458 0.000138626 0.00671331 0.00240412 0.000391972 0.00130854 0.0022181 0.000613272 -0.00149731 -0.00324015 -0.0038502 -0.00220161 -0.000115637 0.000615678 -0.000632531 0.000463274 0.00522837 0.00760003
0.00146 -0.00334039 0.000283044 0.000516267 -0.00305396 -0.00862444 0.000847323 0.00847158 0.0031402 0.000546306 0.0017919 0.00295819 0.000706276 -0.0020632 -0.00422449 -0.00500414 -0.00297139 -0.000310003 0.000729323 -0.000771398 0.000691076 0.00685723 0.00993836
0.00125752 -0.00345982 0.00053183 0.000367505 -0.00464367 -0.0104393 0.00177728 0.0105101 0.0040432 0.000734918 0.00238705 0.00386116 0.000777592 -0.00277714 -0.00537286 -0.00632756 -0.00388351 -0.000576564 0.000846137 -0.000923502 0.000966331 0.00875159 0.0126346
0.00109614 -0.00350111 0.00083811 0.000165484 -0.00660981 -0.0125235 0.00290738 0.0128439 0.00514539 0.0009683 0.00311273 0.0049517 0.000816432 -0.00366231 -0.0066898 -0.00781358 -0.00493922 -0.000923414 0.000966027 -0.0010875 0.00128728 0.0109057 0.0156692
0.000978671 -0.00344759 0.00121858 -7.50015e-005 -0.00896553 -0.0149264 0.00419855 0.0154725 0.0064806 0.0012621 0.00399259 0.00625731 0.000812786 -0.0047411 -0.00817706 -0.00945136 -0.00613726 -0.00135699 0.00108875 -0.00126086 0.00164964 0.0133049 0.0190077
0.000909172 -0.0032851 0.00169104 -0.000333433 -0.0117089 -0.017699 0.00558486 0.0183849 0.00808123 0.0016376 0.0050555 0.00780773 0.000758818 -0.0060338 -0.00983392 -0.0112273 -0.00747405 -0.00188313 0.00121504 -0.00144086 0.00204674 0.0159258 0.0226022
0.00089197 -0.00300221 0.00227226 -0.000587224 -0.0148254 -0.0208759 0.00697529 0.0215482 0.00997663 0.00212194 0.00633558 0.0096363 0.000648586 -0.00755762 -0.011657 -0.0131266 -0.00894575 -0.00250616 0.00134648 -0.00162502 0.00247077 0.0187368 0.0263939
0.000930914 -0.00259074 0.00297664 -0.000812115 -0.0182806 -0.0244943 0.00827142 0.0249119 0.012189 0.0027465 0.00787194 0.0117765 0.000479724 -0.00932603 -0.0136407 -0.0151341 -0.0105454 -0.00322799 0.00148074 -0.00181416 0.00291076 0.0217055 0.0303173
0.00102903 -0.0020456 0.00381499 -0.000985083 -0.0220305 -0.0285707 0.00936034 0.0284125 0.0147308 0.0035452 0.00970677 0.0142628 0.000252944 -0.011347 -0.0157774 -0.0172353 -0.0122698 -0.00405359 0.00161932 -0.00200305 0.00335492 0.0247874 0.0343033
0.00118851 -0.00136546 0.00479275 -0.00108707 -0.0260189 -0.033105 0.0101298 0.0319714 0.0176042 0.00455253 0.0118846 0.0171285 -2.69703e-005 -0.0136236 -0.0180573 -0.0194181 -0.0141367 -0.00496317 0.00176138 -0.00219126 0.00378655 0.0279445 0.038281
0.00141051 -0.000552412 0.00590941 -0.00110442 -0.0301807 -0.0380791 0.0104736 0.0355016 0.0207973 0.00580042 0.0144483 0.0204034 -0.000355021 -0.0161548 -0.0204705 -0.0216702 -0.0160824 -0.00601754 0.00190221 -0.00238524 0.00420022 0.0311316 0.0421869
0.00169534 0.000388006 0.00715866 -0.00102923 -0.0344466 -0.0434571 0.0102969 0.0389109 0.0242872 0.00731719 0.0174401 0.0241156 -0.000719894 -0.018932 -0.0230027 -0.0239825 -0.0181482 -0.0071732 0.00203542 -0.00258937 0.00457903 0.0343111 0.0459562
0.00204232 0.00144745 0.00852906 -0.000859454 -0.0387452 -0.0491889 0.00952148 0.0421097 0.0280362 0.00912469 0.0208978 0.0282887 -0.0011093 -0.0219427 -0.0256398 -0.026347 -0.0203295 -0.00843432 0.00215549 -0.00281054 0.00490346 0.0374488 0.049539
0.00245008 0.00261507 0.0100043 -0.000598709 -0.0430069 -0.0552116 0.00809096 0.0450174 0.0319885 0.0112359 0.0248538 0.0329422 -0.00150833 -0.0251691 -0.0283661 -0.0287598 -0.022622 -0.00980458 0.00225587 -0.00305657 0.00516036 0.04051 0.0528893
0.00291632 0.00387858 0.0115668 -0.000251955 -0.0471656 -0.0614575 0.00596554 0.0475327 0.0361073 0.0136595 0.0293351 0.0380912 -0.00190073 -0.0285906 -0.031166 -0.0312158 -0.0250248 -0.0112853 0.00232699 -0.0033387 0.00533738 0.0434657 0.0559685
0.00343835 0.00522437 0.0131959 0.00017095 -0.0511622 -0.0678527 0.00312855 0.0495965 0.0403137 0.0163923 0.0343617 0.0437472 -0.00226757 -0.0321816 -0.0340218 -0.0337126 -0.0275366 -0.0128763 0.00235898 -0.00366853 0.0054202 0.0462913 0.0587488
0.00401289 0.00663845 0.0148712 0.000659799 -0.0549442 -0.0743239 -0.000418852 0.0511452 0.0445376 0.0194231 0.0399472 0.0499178 -0.0025886 -0.0359142 -0.0369155 -0.0362481 -0.0301558 -0.0145772 0.00234117 -0.00405912 0.00539566 0.0489661 0.0612094
0.00463625 0.00810679 0.0165729 0.00120425 -0.0584673 -0.0808005 -0.00465988 0.0521261 0.0487096 0.0227305 0.0460972 0.0566075 -0.00284223 -0.0397584 -0.039829 -0.0388205 -0.032881 -0.0163861 0.00226202 -0.00452452 0.00525225 0.051473 0.0633367
0.00530438 0.00961589 0.0182829 0.00179519 -0.0616952 -0.0872167 -0.00956447 0.0524968 0.0527488 0.0262969 0.0528121 0.0638173 -0.00300617 -0.0436828 -0.042744 -0.0414285 -0.0357103 -0.0183009 0.00210994 -0.00507885 0.00497832 0.0537984 0.0651235
0.00601309 0.0111531 0.0199853 0.00242468 -0.0646012 -0.0935151 -0.0150918 0.0522276 0.0565901 0.0300833 0.0600843 0.0715459 -0.0030569 -0.0476545 -0.0456423 -0.0440705 -0.0386403 -0.0203179 0.00187332 -0.00573676 0.00456344 0.055932 0.0665674
0.00675796 0.0127068 0.0216667 0.00308631 -0.0671657 -0.0996442 -0.0211921 0.0512998 0.0601592 0.0340557 0.0679009 0.0797895 -0.00297123 -0.0516405 -0.0485059 -0.0467448 -0.041667 -0.0224337 0.00154095 -0.00651234 0.00399837 0.0578652 0.0676701
0.00753429 0.0142668 0.0233165 0.00377577 -0.0693778 -0.105563 -0.0278107 0.0497042 0.0633945 0.038174 0.0762387 0.088541 -0.00272502 -0.0556073 -0.051317 -0.0494486 -0.0447859 -0.0246434 0.00110201 -0.0074191 0.00327449 0.0595912 0.068437
0.00833846 0.0158235 0.0249266 0.00449038 -0.0712329 -0.111237 -0.0348884 0.0474404 0.0662398 0.0423891 0.0850739 0.0977913 -0.0022952 -0.0595218 -0.0540583 -0.0521791 -0.0479911 -0.0269424 0.000546316 -0.00847023 0.00238453 0.0611061 0.0688742
0.00916549 0.0173696 0.0264912 0.00522866 -0.0727333 -0.116642 -0.0423637 0.0445214 0.0686407 0.0466533 0.0943739 0.107528 -0.00165847 -0.0633512 -0.0567131 -0.0549318 -0.051277 -0.0293238 -0.000135481 -0.00967771 0.00132225 0.0624049 0.068991
0.0100113 0.0188986 0.028007 0.00599024 -0.0738869 -0.121758 -0.0501737 0.0409651 0.0705548 0.0509151 0.1041 0.117738 -0.000792834 -0.0670631 -0.0592648 -0.0577034 -0.0546331 -0.0317836 -0.000951793 -0.0110522 8.19338e-005 0.0634856 0.0687955
