t sr.HeadDorsalOutput sr.HeadVentralOutput sr.VCDorsalOutput:1 sr.VCVentralAOutput:1 sr.VCVentralPOutput:1 sr.VCDorsalOutput:2 sr.VCVentralAOutput:2 sr.VCVentralPOutput:2 sr.VCDorsalOutput:3 sr.VCVentralAOutput:3 sr.VCVentralPOutput:3 sr.VCDorsalOutput:4 sr.VCVentralAOutput:4 sr.VCVentralPOutput:4 sr.VCDorsalOutput:5 sr.VCVentralAOutput:5 sr.VCVentralPOutput:5 sr.VCDorsalOutput:6 sr.VCVentralAOutput:6 sr.VCVentralPOutput:6 DB:1 DD:1 VBA:1 VBP:1 VDA:1 VDP:1 DB:2 DD:2 VBA:2 VBP:2 VDA:2 VDP:2 DB:3 DD:3 VBA:3 VBP:3 VDA:3 VDP:3 DB:4 DD:4 VBA:4 VBP:4 VDA:4 VDP:4 DB:5 DD:5 VBA:5 VBP:5 VDA:5 VDP:5 DB:6 DD:6 VBA:6 VBP:6 VDA:6 VDP:6 m.DorsalMuscleOutput:1 m.VentralMuscleOutput:1 m.DorsalMuscleOutput:2 m.VentralMuscleOutput:2 m.DorsalMuscleOutput:3 m.VentralMuscleOutput:3 m.DorsalMuscleOutput:4 m.VentralMuscleOutput:4 m.DorsalMuscleOutput:5 m.VentralMuscleOutput:5 m.DorsalMuscleOutput:6 m.VentralMuscleOutput:6 m.DorsalMuscleOutput:7 m.VentralMuscleOutput:7 m.DorsalMuscleOutput:8 m.VentralMuscleOutput:8 m.DorsalMuscleOutput:9 m.VentralMuscleOutput:9 m.DorsalMuscleOutput:10 m.VentralMuscleOutput:10 m.DorsalMuscleOutput:11 m.VentralMuscleOutput:11 m.DorsalMuscleOutput:12 m.VentralMuscleOutput:12 m.DorsalMuscleOutput:13 m.VentralMuscleOutput:13 m.DorsalMuscleOutput:14 m.VentralMuscleOutput:14 m.DorsalMuscleOutput:15 m.VentralMuscleOutput:15 m.DorsalMuscleOutput:16 m.VentralMuscleOutput:16 m.DorsalMuscleOutput:17 m.VentralMuscleOutput:17 m.DorsalMuscleOutput:18 m.VentralMuscleOutput:18 m.DorsalMuscleOutput:19 m.VentralMuscleOutput:19 m.DorsalMuscleOutput:20 m.VentralMuscleOutput:20 m.DorsalMuscleOutput:21 m.VentralMuscleOutput:21 m.DorsalMuscleOutput:22 m.VentralMuscleOutput:22 m.DorsalMuscleOutput:23 m.VentralMuscleOutput:23 m.DorsalMuscleOutput:24 m.VentralMuscleOutput:24
14.57 15.0169 -5.56016 5.77295 8.85313 4.89983 32.6212 -21.9633 -23.8907 24.1168 -8.45318 2.63377 3.38967 28.6623 32.9042 -9.5227 29.5802 26.5849 -11.6395 19.1301 12.0881 0.996104 0.158267 0.438435 0.596163 0.843504 0.740594 0.999512 0.150764 0.00126499 0.0220575 0.736834 0.559839 0.973902 0.437228 0.826163 0.995558 0.337875 0.301167 0.775964 0.610074 1 0.999989 0.305562 0.317164 0.474234 0.67853 0.999991 0.998082 0.353782 0.422719 0.284043 0.399854 0.948706 0.555195 0.683258 0.804506 0.0830791 0.666922 0.0813483 0.653028 0.0796175 0.639134 0.0778867 0.62524 0.0761559 0.611345 0.074425 0.597451 0.611342 0.127999 0.596786 0.188651 0.58223 0.246195 0.567473 0.0118267 0.552922 0.0424234 0.538372 0.0713939 0.49729 0.500102 0.483476 0.49788 0.469663 0.494991 0.351842 0.481096 0.34118 0.466502 0.330518 0.45191 0.186092 0.436936 0.179889 0.42063 0.173686 0.404445 0.164757 0.298283 0.158655 0.188162 0.152553 0.0856626
14.61 14.5055 -4.43487 3.77743 10.6642 6.68082 32.5224 -19.6588 -22.7475 26.0531 -12.1514 -1.64809 4.81805 26.7519 32.0075 -8.80165 29.495 26.783 -12.3281 19.9312 13.5018 0.991786 0.173755 0.590015 0.676993 0.838951 0.739317 0.999619 0.144722 0.000976673 0.0148339 0.757104 0.597122 0.981111 0.418377 0.525113 0.984804 0.365215 0.309141 0.787669 0.599016 1 0.999989 0.310194 0.316509 0.502521 0.676997 0.999994 0.998533 0.340474 0.401985 0.256366 0.457429 0.970705 0.725422 0.629574 0.767708 0.0675194 0.675018 0.0661128 0.660956 0.0647061 0.646893 0.0632995 0.63283 0.0618928 0.618767 0.0604862 0.604704 0.610337 0.197601 0.595806 0.245987 0.581274 0.291783 0.567801 0.00780957 0.553242 0.0294079 0.538683 0.049859 0.502901 0.442962 0.488932 0.469302 0.474962 0.493433 0.360453 0.481095 0.349531 0.466505 0.338608 0.451916 0.196154 0.437074 0.189615 0.421241 0.183077 0.405495 0.143931 0.326159 0.1386 0.230075 0.133269 0.140452
14.65 13.9508 -3.05663 2.03346 12.191 8.38915 32.0892 -16.4438 -20.6599 27.9234 -15.4907 -5.9851 6.29151 24.0077 30.5085 -8.17041 29.3999 26.9267 -12.7734 20.5528 14.6855 0.982191 0.193018 0.707539 0.747468 0.830631 0.735513 0.999681 0.140625 0.000976723 0.012047 0.774746 0.631176 0.986861 0.391686 0.248547 0.945726 0.408039 0.317934 0.798007 0.588299 0.999999 0.999988 0.314853 0.316111 0.528196 0.674263 0.999995 0.99885 0.329868 0.383731 0.23779 0.513063 0.983081 0.830663 0.576135 0.722257 0.0563974 0.680699 0.0552224 0.666518 0.0540475 0.652337 0.0528725 0.638156 0.0516976 0.623974 0.0505226 0.609793 0.608097 0.270579 0.593619 0.304549 0.57914 0.336547 0.568032 0.00515188 0.553467 0.0204608 0.538902 0.0349571 0.507717 0.350744 0.493613 0.421593 0.47951 0.487837 0.36789 0.481093 0.356742 0.466506 0.345594 0.451919 0.20678 0.437167 0.199887 0.42167 0.192995 0.406238 0.127341 0.346525 0.122624 0.266774 0.117908 0.19217
14.69 13.3114 -1.49706 0.466112 13.4901 10.044 31.2949 -12.6202 -17.8761 29.6118 -18.295 -10.1852 7.86517 20.41 28.3267 -7.62496 29.2765 27.0333 -13.0251 21.023 15.6618 0.961502 0.215454 0.792805 0.807703 0.819299 0.729367 0.999711 0.138076 0.00129194 0.0122044 0.790129 0.662243 0.991179 0.360737 0.103726 0.824297 0.460679 0.329752 0.807894 0.577764 0.999998 0.999986 0.319518 0.315938 0.549167 0.670697 0.999996 0.999079 0.321412 0.367577 0.226496 0.562978 0.990019 0.894675 0.525038 0.670788 0.0485062 0.684685 0.0474957 0.670421 0.0464851 0.656157 0.0454746 0.641892 0.044464 0.627628 0.0434535 0.613364 0.603185 0.338632 0.588824 0.359368 0.574462 0.378699 0.568192 0.00344341 0.553623 0.0145281 0.539054 0.0250247 0.511748 0.256221 0.497533 0.366021 0.483318 0.469141 0.374414 0.481091 0.363068 0.466506 0.351722 0.451922 0.217168 0.437229 0.209929 0.421973 0.20269 0.406763 0.114599 0.361055 0.110354 0.29641 0.10611 0.235709
14.73 12.5509 0.160273 -0.994206 14.6186 11.6436 30.1174 -8.49755 -14.6652 31.0577 -20.5806 -14.0864 9.58427 16.2437 25.5022 -7.13443 29.0557 27.1265 -13.1414 21.3794 16.4642 0.919902 0.240726 0.853916 0.85801 0.805161 0.720577 0.999715 0.136788 0.00224908 0.0154315 0.803565 0.69048 0.994237 0.327657 0.0410103 0.588944 0.515147 0.349593 0.819382 0.56727 0.999995 0.99998 0.324325 0.316032 0.564254 0.666644 0.999997 0.999249 0.314534 0.353069 0.220886 0.60543 0.993949 0.934039 0.477679 0.616106 0.0429474 0.687486 0.0420527 0.673164 0.041158 0.658841 0.0402632 0.644518 0.0393685 0.630196 0.0384737 0.615873 0.592882 0.397774 0.578766 0.407929 0.56465 0.417127 0.5683 0.00245545 0.553728 0.0108983 0.539156 0.0188934 0.515026 0.178559 0.50072 0.304474 0.486414 0.42291 0.380477 0.481089 0.368947 0.466505 0.357418 0.451923 0.226566 0.437271 0.219013 0.422187 0.211461 0.407137 0.105225 0.371248 0.101327 0.319232 0.0974301 0.27016
14.77 11.6431 1.83484 -2.38699 15.6264 13.177 28.5239 -4.33818 -11.282 32.2541 -22.445 -17.5767 11.4197 11.8034 22.0766 -6.6635 28.6629 27.2298 -13.1824 21.6586 17.1288 0.846652 0.26903 0.897818 0.898631 0.787603 0.708161 0.999692 0.136568 0.0050166 0.0237398 0.815287 0.715928 0.996305 0.293414 0.0159653 0.348965 0.566585 0.381323 0.834543 0.556608 0.999984 0.999965 0.329639 0.316554 0.573011 0.662406 0.999997 0.999378 0.308695 0.339752 0.219465 0.640162 0.99622 0.958451 0.434786 0.560874 0.0390632 0.689461 0.0382494 0.675097 0.0374356 0.660734 0.0366217 0.64637 0.0358079 0.632006 0.0349941 0.617642 0.573095 0.446977 0.55945 0.449383 0.545805 0.451151 0.568368 0.00219598 0.553794 0.00930631 0.539221 0.0160394 0.517614 0.121168 0.503236 0.239112 0.488858 0.350123 0.386741 0.481085 0.375021 0.466503 0.363302 0.451921 0.234376 0.4373 0.226563 0.422339 0.218751 0.407404 0.0986968 0.378317 0.0950414 0.336283 0.091386 0.296405
14.81 10.5655 3.45805 -3.71015 16.5429 14.6229 26.4466 -0.336513 -7.93367 33.2153 -24.0074 -20.6498 13.3164 7.35688 18.2281 -6.11913 28.0487 27.3129 -13.1938 21.884 17.6918 0.741511 0.301001 0.929371 0.929998 0.765244 0.690587 0.999633 0.137371 0.0136997 0.0424463 0.825414 0.738505 0.997655 0.261138 0.00632114 0.187408 0.61288 0.422534 0.853614 0.54557 0.99993 0.999927 0.335909 0.317734 0.576138 0.658223 0.999997 0.999477 0.30343 0.327218 0.22085 0.667744 0.997566 0.973668 0.396549 0.507313 0.0363771 0.690859 0.0356193 0.676467 0.0348614 0.662074 0.0341036 0.647681 0.0333457 0.633288 0.0325878 0.618895 0.540112 0.486739 0.527252 0.483778 0.514392 0.480397 0.568404 0.0032234 0.553829 0.0102318 0.539255 0.016867 0.519603 0.0810006 0.50517 0.178348 0.490737 0.270005 0.393799 0.481076 0.381866 0.466496 0.369932 0.451916 0.240245 0.43732 0.232236 0.422448 0.224228 0.407596 0.0944801 0.383181 0.0909809 0.348759 0.0874816 0.315893
14.85 9.30732 4.9787 -4.92741 17.3721 15.9476 23.8184 3.37919 -4.75632 33.956 -25.3204 -23.3538 15.2373 3.09406 14.2366 -5.38699 27.2096 27.3086 -13.1938 22.0629 18.1813 0.622402 0.336988 0.951864 0.952976 0.736638 0.666608 0.999512 0.13945 0.0426677 0.0826322 0.833818 0.757915 0.998513 0.233422 0.0026021 0.0942751 0.653527 0.468213 0.874863 0.534108 0.999644 0.999818 0.343428 0.319742 0.575786 0.654222 0.999997 0.999552 0.298416 0.31519 0.223906 0.689102 0.998386 0.983193 0.362791 0.457013 0.034547 0.691854 0.0338273 0.67744 0.0331076 0.663027 0.0323878 0.648613 0.0316681 0.6342 0.0309484 0.619786 0.494005 0.518182 0.482243 0.511611 0.470481 0.504758 0.568408 0.00785298 0.553833 0.01579 0.539259 0.0232987 0.521097 0.053676 0.506622 0.127945 0.492147 0.197884 0.401853 0.481039 0.389676 0.46647 0.377498 0.4519 0.244192 0.437334 0.236052 0.422527 0.227912 0.407736 0.0920562 0.386509 0.0886467 0.357749 0.0852372 0.3301
14.89 7.89734 6.36582 -5.99619 18.1018 17.1118 20.6765 6.72605 -1.81335 34.4889 -26.2338 -25.612 17.1756 -0.951704 10.2874 -4.40358 26.1738 27.1621 -13.1766 22.1921 18.6118 0.51132 0.376229 0.967625 0.968904 0.701254 0.63619 0.999272 0.143701 0.132931 0.160604 0.839718 0.773497 0.999047 0.211052 0.00113705 0.0449332 0.688777 0.514231 0.896154 0.522352 0.997963 0.999476 0.352271 0.322614 0.574734 0.650389 0.999997 0.999605 0.293518 0.303571 0.227872 0.70522 0.998897 0.989181 0.333128 0.410916 0.0333297 0.692564 0.0326353 0.678135 0.031941 0.663707 0.0312466 0.649278 0.0305522 0.63485 0.0298579 0.620422 0.439501 0.542593 0.429036 0.533594 0.418572 0.524404 0.568372 0.0235975 0.553799 0.0317099 0.539225 0.0393634 0.522196 0.0353656 0.50769 0.0891804 0.493185 0.139864 0.410683 0.480844 0.398238 0.46635 0.385793 0.451851 0.24663 0.437343 0.238409 0.422584 0.230188 0.407838 0.0909636 0.388779 0.0875946 0.364153 0.0842256 0.340314
14.93 6.42111 7.60874 -6.89443 18.7198 18.0822 17.2333 9.63244 0.89202 34.8244 -26.3029 -27.0959 19.1688 -4.91701 6.36416 -3.16847 24.9726 26.8456 -13.1244 22.2643 18.9866 0.418538 0.416991 0.978422 0.979382 0.659745 0.600461 0.998784 0.152139 0.330846 0.283547 0.841033 0.784279 0.999373 0.193743 0.000548857 0.0210088 0.719153 0.557924 0.916123 0.510447 0.987296 0.998309 0.362478 0.326288 0.575288 0.646586 0.999996 0.999638 0.28877 0.292425 0.232371 0.716995 0.999223 0.99296 0.307096 0.369425 0.0325565 0.693068 0.0318783 0.678629 0.0312 0.66419 0.0305217 0.649751 0.0298435 0.635312 0.0291652 0.620873 0.382811 0.561226 0.373697 0.550555 0.364582 0.539753 0.568271 0.0652973 0.5537 0.0677248 0.539129 0.0699365 0.522991 0.0231963 0.508463 0.0609015 0.493936 0.0964154 0.419869 0.479654 0.407145 0.465692 0.394422 0.451693 0.248211 0.43735 0.239937 0.422626 0.231663 0.407912 0.0908315 0.390325 0.0874674 0.368676 0.0841033 0.347581
14.97 4.98911 8.72261 -7.635 19.2289 18.8475 13.8113 12.0451 3.41536 34.9438 -25.0006 -27.3638 21.2787 -8.98222 2.28745 -1.71626 23.6002 26.3385 -13.0189 22.2743 19.3038 0.344014 0.457386 0.98566 0.985978 0.613556 0.560988 0.997772 0.167072 0.567325 0.430529 0.83552 0.789618 0.999571 0.180829 0.000314506 0.0103471 0.745234 0.59793 0.93435 0.497927 0.920535 0.993985 0.374921 0.330705 0.578721 0.642616 0.999994 0.999652 0.284307 0.281903 0.237306 0.725185 0.999434 0.995357 0.284235 0.332557 0.0321197 0.693416 0.0314505 0.67897 0.0307814 0.664524 0.0301122 0.650078 0.0294431 0.635632 0.0287739 0.621185 0.328639 0.575222 0.320814 0.563355 0.31299 0.551399 0.568045 0.138256 0.55348 0.127027 0.538915 0.116202 0.523558 0.0151467 0.509015 0.0410388 0.494472 0.0654274 0.429014 0.472152 0.416014 0.461765 0.403013 0.451133 0.249609 0.437356 0.241288 0.422656 0.232968 0.407965 0.0913917 0.391375 0.0880068 0.371848 0.0846219 0.352707
15.01 3.66712 9.73907 -8.26049 19.6507 19.4351 10.656 13.9913 5.8269 34.7813 -22.2115 -26.2268 23.5043 -13.0938 -2.06094 -0.0958254 21.9208 25.5621 -12.8618 22.2359 19.567 0.284087 0.495917 0.990436 0.990023 0.564463 0.5193 0.995668 0.188754 0.740626 0.56986 0.823653 0.789845 0.999688 0.171563 0.000232678 0.00587309 0.767578 0.633865 0.950722 0.481247 0.647664 0.976817 0.395048 0.336026 0.585268 0.638252 0.999991 0.999645 0.280292 0.272164 0.242603 0.7304 0.999574 0.996886 0.264125 0.300092 0.0319709 0.693634 0.0313048 0.679183 0.0306388 0.664733 0.0299727 0.650282 0.0293066 0.635831 0.0286406 0.621381 0.279476 0.585585 0.272822 0.57283 0.266168 0.560018 0.567566 0.224931 0.553013 0.198543 0.53846 0.173241 0.523958 0.00983814 0.509404 0.0274437 0.494849 0.0440276 0.437834 0.435663 0.424566 0.442963 0.411299 0.448982 0.251354 0.437359 0.242975 0.422677 0.234597 0.408002 0.0924613 0.39209 0.0890368 0.37406 0.0856123 0.3563
15.05 2.45648 10.6857 -8.82706 20.0188 19.903 7.84694 15.5779 8.15366 34.2832 -18.2761 -23.8497 25.7239 -16.8783 -6.56352 1.64281 19.5408 24.2849 -12.7124 22.2033 19.8034 0.234955 0.531575 0.993566 0.992509 0.514262 0.476796 0.991377 0.215677 0.846218 0.686837 0.807555 0.785957 0.999756 0.165181 0.000235984 0.00416529 0.78671 0.666031 0.964833 0.453657 0.2825 0.910184 0.433394 0.343302 0.594545 0.633208 0.999983 0.999608 0.276864 0.263325 0.247511 0.733133 0.999668 0.997872 0.246384 0.27166 0.0321395 0.693718 0.03147 0.679266 0.0308004 0.664813 0.0301308 0.650361 0.0294612 0.635908 0.0287917 0.621456 0.236139 0.593162 0.230516 0.579736 0.224894 0.566276 0.566574 0.306648 0.552046 0.269485 0.537519 0.233863 0.524237 0.00634703 0.509675 0.0182975 0.495112 0.0295551 0.446095 0.351615 0.432577 0.397856 0.419059 0.440542 0.253758 0.437361 0.245299 0.422689 0.236841 0.408023 0.0938584 0.392575 0.0903822 0.375597 0.0869059 0.358806
15.09 1.32819 11.5771 -9.37953 20.3634 20.3082 5.35286 16.9199 10.383 33.439 -13.6817 -20.5805 27.7572 -19.9819 -10.9429 3.5242 16.2297 22.2943 -12.6086 22.1838 20.0446 0.193674 0.563791 0.995623 0.994077 0.464561 0.434692 0.982914 0.246095 0.908707 0.780362 0.788944 0.778934 0.999793 0.160982 0.000334948 0.003881 0.803112 0.695014 0.976141 0.41662 0.0983379 0.719037 0.486143 0.356279 0.60729 0.627161 0.999963 0.999512 0.274168 0.255459 0.250428 0.733821 0.999733 0.99852 0.23063 0.246775 0.0327875 0.693629 0.0321044 0.679178 0.0314213 0.664728 0.0307382 0.650277 0.0300552 0.635827 0.0293721 0.621376 0.198473 0.598648 0.193748 0.584712 0.189022 0.570761 0.564578 0.375051 0.550102 0.332899 0.535626 0.29246 0.524429 0.00406449 0.509861 0.0122346 0.495294 0.0199314 0.453557 0.255221 0.439813 0.336737 0.426069 0.412675 0.257052 0.437361 0.248484 0.422692 0.239915 0.408028 0.0952789 0.392907 0.0917501 0.376662 0.0882212 0.360548
15.13 0.254819 12.4131 -9.93221 20.6966 20.6809 3.10645 18.0953 12.4837 32.26 -8.86507 -16.7967 29.4811 -22.3445 -14.9418 5.59693 12.2112 19.5578 -12.5195 22.1009 20.3169 0.158386 0.592338 0.996985 0.995107 0.416678 0.393979 0.967018 0.278524 0.945842 0.852512 0.76879 0.769458 0.999808 0.158434 0.000655644 0.0047809 0.817207 0.721211 0.984488 0.374402 0.0323153 0.440485 0.541629 0.381185 0.626774 0.619813 0.999896 0.999292 0.272517 0.248705 0.249972 0.732877 0.999778 0.998955 0.216468 0.224889 0.0343297 0.693267 0.0336145 0.678824 0.0328993 0.664381 0.0321841 0.649938 0.0314689 0.635494 0.0307537 0.621051 0.165911 0.60259 0.16196 0.588272 0.15801 0.573952 0.560708 0.428701 0.546331 0.386336 0.531954 0.345622 0.524559 0.00260521 0.509988 0.00831492 0.495417 0.0136942 0.460008 0.175585 0.446068 0.267816 0.432128 0.353949 0.261754 0.437354 0.253029 0.422678 0.244304 0.408009 0.0963153 0.393133 0.0927481 0.3774 0.0891809 0.361757
15.17 -0.781186 13.1896 -10.4816 21.0193 21.034 1.04261 19.1532 14.4304 30.7743 -4.15635 -12.8418 30.8601 -24.0669 -18.4067 7.82542 7.87196 16.2141 -12.3497 21.8684 20.6115 0.1281 0.61723 0.997896 0.995817 0.371603 0.355408 0.939129 0.311855 0.96798 0.905569 0.747415 0.757861 0.999806 0.157161 0.00170054 0.00756887 0.829349 0.744821 0.990224 0.331478 0.0107504 0.22946 0.593442 0.418645 0.655907 0.610804 0.999641 0.99877 0.272472 0.243361 0.245878 0.730671 0.999806 0.999253 0.203536 0.205465 0.0376461 0.692428 0.0368618 0.678002 0.0360775 0.663577 0.0352932 0.649151 0.0345089 0.634725 0.0337246 0.6203 0.137811 0.605409 0.13453 0.590808 0.131248 0.576216 0.553582 0.469127 0.539388 0.429604 0.525193 0.391528 0.524646 0.00177723 0.510073 0.00598336 0.495499 0.00994632 0.465338 0.117809 0.451237 0.200536 0.437136 0.277869 0.268715 0.437324 0.259758 0.422628 0.250801 0.407941 0.0966039 0.393288 0.093026 0.37791 0.0894481 0.362595
15.21 -1.78569 13.9037 -11.013 21.3282 21.3718 -0.883573 20.1241 16.2099 29.0076 0.221034 -8.99233 31.9117 -25.2939 -21.3213 10.1164 3.59868 12.5912 -11.9496 21.4341 20.8589 0.102332 0.638622 0.998512 0.996332 0.330009 0.319499 0.894584 0.345446 0.981153 0.942307 0.724544 0.744089 0.999786 0.156952 0.00552136 0.014647 0.839807 0.76594 0.993956 0.292838 0.00379828 0.110848 0.639375 0.463015 0.693389 0.599856 0.998498 0.997449 0.274588 0.239763 0.239636 0.727485 0.99982 0.999458 0.191571 0.188072 0.0443329 0.690723 0.0434093 0.676333 0.0424857 0.661943 0.0415621 0.647553 0.0406385 0.633163 0.0397149 0.618772 0.113621 0.607417 0.110916 0.592612 0.108211 0.577824 0.541358 0.498766 0.527477 0.463522 0.513596 0.42946 0.524701 0.00170004 0.510126 0.00514584 0.495551 0.00839205 0.469565 0.0781154 0.455336 0.143633 0.441107 0.204908 0.278532 0.437193 0.269248 0.422471 0.259963 0.407758 0.0960251 0.393394 0.0924686 0.378264 0.0889121 0.363177
15.25 -2.7544 14.5551 -11.5011 21.618 21.6941 -2.69589 21.0283 17.8211 26.9666 4.13824 -5.43915 32.6796 -26.1586 -23.7526 12.3678 -0.351259 9.01989 -11.2236 20.7943 20.983 0.0808346 0.656748 0.998933 0.996728 0.292275 0.286557 0.831621 0.379089 0.988954 0.966156 0.699429 0.727715 0.999746 0.157832 0.0208523 0.0324402 0.848689 0.78455 0.996292 0.260793 0.00146645 0.0509464 0.679157 0.508859 0.734755 0.586918 0.992782 0.99387 0.279197 0.238105 0.233791 0.723464 0.99982 0.999597 0.180455 0.172432 0.0568251 0.687454 0.0556413 0.673132 0.0544574 0.65881 0.0532736 0.644488 0.0520897 0.630166 0.0509059 0.615844 0.0929132 0.608844 0.090701 0.593898 0.0884888 0.578973 0.522236 0.520063 0.508845 0.489346 0.495455 0.459544 0.52473 0.00349061 0.510155 0.00666643 0.495579 0.00965523 0.472804 0.0514802 0.458477 0.0997865 0.444149 0.144976 0.291054 0.436563 0.281353 0.421913 0.271651 0.407269 0.0948099 0.393466 0.0912984 0.378509 0.0877869 0.363581
15.29 -3.67501 15.1463 -11.9053 21.8812 21.9985 -4.40827 21.8835 19.2744 24.6521 7.53696 -2.28671 33.2221 -26.7143 -25.7476 14.5052 -3.89391 5.68654 -10.1742 19.9715 20.9365 0.0634082 0.671883 0.999224 0.997052 0.258537 0.256699 0.754155 0.412778 0.993548 0.980728 0.671157 0.708125 0.999674 0.160335 0.0814275 0.0755717 0.855653 0.800381 0.997717 0.235432 0.000627572 0.0226858 0.713264 0.552784 0.775413 0.57192 0.963128 0.983748 0.286666 0.23844 0.230598 0.718619 0.999805 0.99969 0.170189 0.1584 0.0781466 0.681456 0.0765186 0.667259 0.0748905 0.653062 0.0732625 0.638865 0.0716344 0.624668 0.0700064 0.610471 0.0753623 0.609858 0.073568 0.594818 0.0717736 0.579803 0.495403 0.535131 0.482701 0.508491 0.469998 0.482531 0.524739 0.0120485 0.510163 0.0141469 0.495587 0.0161062 0.475216 0.0337947 0.460816 0.0679002 0.446415 0.0998101 0.30547 0.433337 0.295288 0.419651 0.285105 0.405913 0.0934398 0.393513 0.0899791 0.378677 0.0865183 0.363862
15.33 -4.52656 15.68 -12.1645 22.1042 22.2792 -6.03856 22.7105 20.5859 22.1137 10.3885 0.440522 33.6022 -26.7808 -27.197 16.518 -7.12218 2.58755 -8.86674 18.9575 20.6845 0.0498028 0.684307 0.999427 0.997332 0.228731 0.229895 0.67031 0.446387 0.996241 0.989189 0.639097 0.684817 0.999551 0.166281 0.259886 0.165892 0.859083 0.812699 0.998575 0.215903 0.000302258 0.0100893 0.742386 0.593143 0.812535 0.553549 0.832858 0.955313 0.298858 0.240914 0.231412 0.712866 0.999768 0.999749 0.160838 0.145905 0.111125 0.670915 0.10881 0.656938 0.106495 0.64296 0.10418 0.628983 0.101865 0.615005 0.0995497 0.601028 0.0607075 0.610579 0.0592621 0.595482 0.0578167 0.580413 0.461694 0.545663 0.449855 0.522355 0.438017 0.499537 0.524725 0.0416838 0.510149 0.0371085 0.495573 0.0327285 0.476973 0.0221092 0.462519 0.0455634 0.448066 0.0675098 0.320716 0.418129 0.310026 0.410324 0.299335 0.402095 0.0924571 0.393542 0.0890328 0.378792 0.0856085 0.364056
15.37 -5.28241 16.1586 -12.1946 22.2618 22.5231 -7.6265 23.5405 21.78 19.4941 12.6703 2.81009 33.8601 -25.8741 -27.7683 18.4709 -10.237 -0.460688 -7.3697 17.6118 20.1406 0.0396892 0.694294 0.999569 0.997581 0.202649 0.206012 0.587373 0.47956 0.997816 0.993913 0.603183 0.657562 0.999342 0.178862 0.526746 0.307317 0.856179 0.820431 0.999087 0.201151 0.000170407 0.00473658 0.767208 0.629486 0.845553 0.526993 0.531158 0.882708 0.322112 0.246309 0.236942 0.706037 0.999696 0.999783 0.152481 0.134891 0.157288 0.653167 0.154011 0.63956 0.150734 0.625952 0.147457 0.612344 0.144181 0.598737 0.140904 0.585129 0.0487137 0.611092 0.0475538 0.595967 0.046394 0.58087 0.423209 0.552955 0.412357 0.532198 0.401506 0.511787 0.524682 0.10579 0.510107 0.0848765 0.495533 0.0649904 0.478231 0.0144071 0.463739 0.0302935 0.449247 0.0451597 0.335897 0.370997 0.324701 0.382243 0.313504 0.391861 0.0923372 0.393554 0.0889173 0.378868 0.0854974 0.364191
15.41 -5.92539 16.5833 -11.8868 22.2994 22.6926 -9.25938 24.4199 22.9111 16.9398 14.4239 4.94665 33.9674 -23.6785 -27.1803 20.4215 -13.286 -3.6385 -5.68717 15.7012 19.1547 0.0327107 0.702095 0.999668 0.997803 0.17999 0.184854 0.50845 0.511844 0.998737 0.996499 0.563874 0.626369 0.998987 0.199361 0.730656 0.463916 0.846605 0.823079 0.999392 0.190186 0.000119936 0.00254229 0.788337 0.6621 0.875262 0.488335 0.254276 0.737922 0.361707 0.256697 0.248274 0.697845 0.999549 0.999795 0.145201 0.125307 0.216044 0.624634 0.211544 0.611621 0.207043 0.598607 0.202542 0.585594 0.198041 0.572581 0.19354 0.559568 0.039152 0.611458 0.0382198 0.596325 0.0372876 0.581221 0.382235 0.557966 0.372434 0.539076 0.362633 0.520428 0.524596 0.189888 0.510024 0.150243 0.495452 0.112561 0.479119 0.00933768 0.4646 0.0200173 0.450082 0.0300117 0.350493 0.294402 0.33881 0.333084 0.327127 0.368423 0.0935079 0.393547 0.0900446 0.378913 0.0865814 0.364283
15.45 -6.45861 16.9434 -11.124 22.1121 22.7002 -11.0638 25.3938 24.0596 14.4975 15.7741 6.9212 33.8482 -20.394 -25.473 22.3469 -16.1518 -6.93695 -3.76472 13.2016 17.6507 0.0285905 0.707938 0.999735 0.997986 0.160406 0.166188 0.432797 0.542807 0.999276 0.997928 0.521902 0.591454 0.998392 0.226091 0.848069 0.600061 0.83268 0.821316 0.999571 0.182162 0.000111353 0.00167737 0.806309 0.691476 0.902287 0.441074 0.107447 0.542611 0.41277 0.274907 0.268005 0.687925 0.999226 0.999779 0.139136 0.11713 0.284515 0.581377 0.278588 0.569265 0.272661 0.557153 0.266733 0.545041 0.260806 0.532929 0.254878 0.520817 0.0318063 0.611719 0.031049 0.596593 0.0302917 0.581495 0.340358 0.56139 0.331631 0.543828 0.322904 0.526433 0.524444 0.271208 0.509876 0.218535 0.495308 0.168441 0.47974 0.00600473 0.465202 0.0131698 0.450665 0.0198758 0.364279 0.215593 0.352136 0.273776 0.339993 0.32745 0.0965262 0.393509 0.0929512 0.378926 0.0893761 0.364343
